Model,DPO2002B
Firmware Version,1.52

Point Format,Y,,,
-4.543e+00,-0.68,-0.696,0.39,0.33
-4.541e+00,-0.68,-0.672,0.37,0.43
-4.539e+00,-0.688,-0.704,0.37,0.31
-4.537e+00,-0.688,-0.68,0.37,0.41
-4.535e+00,-0.688,-0.704,0.35,0.29
-4.533e+00,-0.688,-0.68,0.33,0.39
-4.531e+00,-0.696,-0.712,0.33,0.27
-4.530e+00,-0.696,-0.688,0.33,0.37
-4.528e+00,-0.696,-0.72,0.31,0.25
-4.526e+00,-0.704,-0.688,0.29,0.35
-4.524e+00,-0.704,-0.72,0.29,0.23
-4.522e+00,-0.704,-0.696,0.27,0.33
-4.520e+00,-0.712,-0.72,0.25,0.21
-4.518e+00,-0.712,-0.704,0.25,0.31
-4.516e+00,-0.712,-0.728,0.25,0.19
-4.514e+00,-0.712,-0.704,0.23,0.29
-4.512e+00,-0.72,-0.728,0.23,0.17
-4.510e+00,-0.712,-0.712,0.21,0.27
-4.508e+00,-0.72,-0.736,0.21,0.15
-4.507e+00,-0.72,-0.712,0.19,0.25
-4.505e+00,-0.72,-0.736,0.17,0.13
-4.503e+00,-0.728,-0.712,0.17,0.23
-4.501e+00,-0.728,-0.736,0.15,0.11
-4.499e+00,-0.72,-0.712,0.17,0.21
-4.497e+00,-0.728,-0.744,0.13,0.09
-4.495e+00,-0.728,-0.72,0.13,0.19
-4.493e+00,-0.728,-0.744,0.11,0.07
-4.491e+00,-0.728,-0.72,0.11,0.17
-4.489e+00,-0.736,-0.744,0.09,0.05
-4.487e+00,-0.728,-0.72,0.09,0.15
-4.485e+00,-0.728,-0.744,0.07,0.03
-4.483e+00,-0.736,-0.72,0.09,0.13
-4.482e+00,-0.728,-0.752,0.07,0.01
-4.480e+00,-0.736,-0.72,0.05,0.11
-4.478e+00,-0.736,-0.744,0.05,-0.01
-4.476e+00,-0.736,-0.72,0.03,0.09
-4.474e+00,-0.736,-0.752,0.01,-0.03
-4.472e+00,-0.736,-0.728,0.01,0.07
-4.470e+00,-0.736,-0.752,-0.01,-0.05
-4.468e+00,-0.736,-0.728,-0.03,0.05
-4.466e+00,-0.736,-0.744,-0.03,-0.07
-4.464e+00,-0.728,-0.728,-0.05,0.03
-4.462e+00,-0.736,-0.744,-0.05,-0.09
-4.460e+00,-0.736,-0.72,-0.07,-0.01
-4.459e+00,-0.728,-0.744,-0.07,-0.13
-4.457e+00,-0.728,-0.72,-0.07,-0.03
-4.455e+00,-0.728,-0.744,-0.11,-0.13
-4.453e+00,-0.728,-0.72,-0.09,-0.05
-4.451e+00,-0.728,-0.744,-0.09,-0.17
-4.449e+00,-0.728,-0.72,-0.11,-0.07
-4.447e+00,-0.728,-0.744,-0.13,-0.19
-4.445e+00,-0.728,-0.72,-0.15,-0.09
-4.443e+00,-0.728,-0.736,-0.15,-0.21
-4.441e+00,-0.72,-0.712,-0.17,-0.09
-4.439e+00,-0.72,-0.736,-0.17,-0.21
-4.437e+00,-0.72,-0.712,-0.17,-0.11
-4.435e+00,-0.72,-0.736,-0.21,-0.23
-4.434e+00,-0.72,-0.712,-0.21,-0.15
-4.432e+00,-0.72,-0.728,-0.19,-0.27
-4.430e+00,-0.72,-0.704,-0.21,-0.15
-4.428e+00,-0.712,-0.728,-0.21,-0.27
-4.426e+00,-0.712,-0.704,-0.23,-0.19
-4.424e+00,-0.712,-0.728,-0.25,-0.31
-4.422e+00,-0.712,-0.696,-0.27,-0.21
-4.420e+00,-0.712,-0.72,-0.27,-0.33
-4.418e+00,-0.704,-0.696,-0.29,-0.21
-4.416e+00,-0.704,-0.712,-0.29,-0.35
-4.414e+00,-0.704,-0.688,-0.31,-0.25
-4.412e+00,-0.704,-0.712,-0.31,-0.37
-4.411e+00,-0.696,-0.688,-0.31,-0.27
-4.409e+00,-0.696,-0.704,-0.33,-0.39
-4.407e+00,-0.688,-0.68,-0.33,-0.29
-4.405e+00,-0.688,-0.704,-0.35,-0.41
-4.403e+00,-0.688,-0.672,-0.37,-0.29
-4.401e+00,-0.68,-0.696,-0.37,-0.43
-4.399e+00,-0.68,-0.672,-0.39,-0.33
-4.397e+00,-0.672,-0.688,-0.39,-0.45
-4.395e+00,-0.672,-0.664,-0.41,-0.35
-4.393e+00,-0.672,-0.68,-0.41,-0.47
-4.391e+00,-0.672,-0.656,-0.41,-0.35
-4.389e+00,-0.672,-0.68,-0.43,-0.49
-4.387e+00,-0.664,-0.648,-0.43,-0.39
-4.386e+00,-0.656,-0.672,-0.45,-0.51
-4.384e+00,-0.656,-0.648,-0.47,-0.39
-4.382e+00,-0.656,-0.664,-0.49,-0.53
-4.380e+00,-0.648,-0.64,-0.47,-0.41
-4.378e+00,-0.648,-0.656,-0.49,-0.55
-4.376e+00,-0.64,-0.632,-0.51,-0.43
-4.374e+00,-0.632,-0.648,-0.49,-0.57
-4.372e+00,-0.632,-0.624,-0.51,-0.45
-4.370e+00,-0.632,-0.64,-0.53,-0.57
-4.368e+00,-0.624,-0.616,-0.55,-0.47
-4.366e+00,-0.624,-0.632,-0.53,-0.59
-4.364e+00,-0.616,-0.608,-0.55,-0.49
-4.363e+00,-0.616,-0.624,-0.55,-0.61
-4.361e+00,-0.608,-0.6,-0.57,-0.51
-4.359e+00,-0.608,-0.616,-0.59,-0.63
-4.357e+00,-0.6,-0.592,-0.59,-0.53
-4.355e+00,-0.6,-0.608,-0.59,-0.65
-4.353e+00,-0.592,-0.576,-0.59,-0.55
-4.351e+00,-0.592,-0.6,-0.63,-0.67
-4.349e+00,-0.584,-0.568,-0.61,-0.57
-4.347e+00,-0.584,-0.584,-0.63,-0.69
-4.345e+00,-0.576,-0.56,-0.63,-0.59
-4.343e+00,-0.568,-0.576,-0.65,-0.69
-4.341e+00,-0.568,-0.552,-0.65,-0.59
-4.339e+00,-0.56,-0.568,-0.67,-0.71
-4.338e+00,-0.552,-0.544,-0.69,-0.61
-4.336e+00,-0.552,-0.56,-0.69,-0.73
-4.334e+00,-0.544,-0.536,-0.69,-0.63
-4.332e+00,-0.536,-0.552,-0.69,-0.75
-4.330e+00,-0.536,-0.52,-0.71,-0.65
-4.328e+00,-0.528,-0.536,-0.71,-0.77
-4.326e+00,-0.52,-0.512,-0.73,-0.67
-4.324e+00,-0.52,-0.528,-0.75,-0.77
-4.322e+00,-0.512,-0.496,-0.73,-0.69
-4.320e+00,-0.512,-0.52,-0.75,-0.79
-4.318e+00,-0.504,-0.488,-0.75,-0.69
-4.316e+00,-0.496,-0.504,-0.77,-0.81
-4.315e+00,-0.488,-0.48,-0.77,-0.71
-4.313e+00,-0.488,-0.496,-0.79,-0.83
-4.311e+00,-0.48,-0.464,-0.79,-0.73
-4.309e+00,-0.472,-0.488,-0.79,-0.83
-4.307e+00,-0.472,-0.456,-0.79,-0.73
-4.305e+00,-0.464,-0.472,-0.81,-0.85
-4.303e+00,-0.456,-0.44,-0.81,-0.75
-4.301e+00,-0.448,-0.464,-0.81,-0.85
-4.299e+00,-0.448,-0.432,-0.83,-0.77
-4.297e+00,-0.432,-0.448,-0.83,-0.87
-4.295e+00,-0.432,-0.416,-0.83,-0.77
-4.293e+00,-0.432,-0.432,-0.83,-0.89
-4.291e+00,-0.416,-0.408,-0.85,-0.79
-4.290e+00,-0.408,-0.424,-0.85,-0.89
-4.288e+00,-0.408,-0.392,-0.85,-0.81
-4.286e+00,-0.4,-0.408,-0.87,-0.91
-4.284e+00,-0.392,-0.384,-0.87,-0.83
-4.282e+00,-0.384,-0.4,-0.87,-0.91
-4.280e+00,-0.384,-0.368,-0.89,-0.83
-4.278e+00,-0.376,-0.384,-0.89,-0.93
-4.276e+00,-0.368,-0.352,-0.89,-0.83
-4.274e+00,-0.36,-0.376,-0.91,-0.93
-4.272e+00,-0.36,-0.344,-0.91,-0.85
-4.270e+00,-0.352,-0.36,-0.91,-0.95
-4.268e+00,-0.344,-0.328,-0.89,-0.85
-4.267e+00,-0.336,-0.344,-0.93,-0.95
-4.265e+00,-0.328,-0.312,-0.93,-0.87
-4.263e+00,-0.32,-0.328,-0.93,-0.97
-4.261e+00,-0.312,-0.304,-0.93,-0.87
-4.259e+00,-0.304,-0.32,-0.95,-0.97
-4.257e+00,-0.304,-0.288,-0.93,-0.89
-4.255e+00,-0.296,-0.304,-0.95,-0.99
-4.253e+00,-0.288,-0.272,-0.95,-0.89
-4.251e+00,-0.28,-0.288,-0.95,-0.99
-4.249e+00,-0.272,-0.256,-0.95,-0.91
-4.247e+00,-0.264,-0.28,-0.97,-1.01
-4.245e+00,-0.256,-0.24,-0.97,-0.91
-4.243e+00,-0.248,-0.264,-0.97,-1.01
-4.242e+00,-0.24,-0.232,-0.97,-0.93
-4.240e+00,-0.24,-0.248,-0.97,-1.01
-4.238e+00,-0.224,-0.208,-0.97,-0.93
-4.236e+00,-0.216,-0.232,-0.97,-1.03
-4.234e+00,-0.216,-0.2,-0.99,-0.93
-4.232e+00,-0.208,-0.216,-0.99,-1.03
-4.230e+00,-0.2,-0.184,-0.99,-0.95
-4.228e+00,-0.192,-0.2,-1.01,-1.03
-4.226e+00,-0.184,-0.168,-1.01,-0.95
-4.224e+00,-0.176,-0.184,-1.01,-1.05
-4.222e+00,-0.168,-0.152,-1.03,-0.95
-4.220e+00,-0.16,-0.176,-1.01,-1.05
-4.219e+00,-0.152,-0.144,-1.01,-0.95
-4.217e+00,-0.152,-0.16,-0.99,-1.05
-4.215e+00,-0.136,-0.12,-1.01,-0.97
-4.213e+00,-0.128,-0.144,-1.01,-1.05
-4.211e+00,-0.128,-0.112,-1.03,-0.97
-4.209e+00,-0.12,-0.128,-1.03,-1.05
-4.207e+00,-0.112,-0.096,-1.03,-0.97
-4.205e+00,-0.096,-0.112,-1.03,-1.07
-4.203e+00,-0.096,-0.08,-1.03,-0.97
-4.201e+00,-0.088,-0.096,-1.03,-1.07
-4.199e+00,-0.08,-0.064,-1.03,-0.97
-4.197e+00,-0.072,-0.08,-1.03,-1.07
-4.195e+00,-0.072,-0.048,-1.05,-0.97
-4.194e+00,-0.056,-0.064,-1.03,-1.07
-4.192e+00,-0.048,-0.032,-1.03,-0.97
-4.190e+00,-0.04,-0.056,-1.05,-1.07
-4.188e+00,-0.032,-0.024,-1.05,-0.99
-4.186e+00,-0.032,-0.04,-1.05,-1.07
-4.184e+00,-0.024,-0.008,-1.05,-0.99
-4.182e+00,-0.008,-0.024,-1.05,-1.07
-4.180e+00,-0.008,0.008,-1.03,-0.99
-4.178e+00,-1.78814e-10,-0.008,-1.03,-1.07
-4.176e+00,0.008,0.024,-1.05,-0.99
-4.174e+00,0.016,0.008,-1.03,-1.07
-4.172e+00,0.024,0.04,-1.03,-0.99
-4.171e+00,0.032,0.024,-1.05,-1.07
-4.169e+00,0.04,0.056,-1.03,-0.99
-4.167e+00,0.048,0.04,-1.03,-1.07
-4.165e+00,0.056,0.064,-1.05,-0.97
-4.163e+00,0.056,0.048,-1.03,-1.07
-4.161e+00,0.072,0.08,-1.05,-0.97
-4.159e+00,0.08,0.064,-1.03,-1.07
-4.157e+00,0.088,0.096,-1.03,-0.97
-4.155e+00,0.088,0.08,-1.05,-1.07
-4.153e+00,0.104,0.112,-1.05,-0.97
-4.151e+00,0.112,0.096,-1.03,-1.07
-4.149e+00,0.112,0.128,-1.03,-0.97
-4.147e+00,0.12,0.112,-1.03,-1.07
-4.146e+00,0.128,0.144,-1.01,-0.97
-4.144e+00,0.136,0.128,-1.03,-1.05
-4.142e+00,0.144,0.16,-1.03,-0.97
-4.140e+00,0.152,0.144,-1.01,-1.05
-4.138e+00,0.152,0.176,-1.01,-0.97
-4.136e+00,0.16,0.16,-1.01,-1.05
-4.134e+00,0.176,0.184,-1.01,-0.97
-4.132e+00,0.176,0.168,-1.01,-1.05
-4.130e+00,0.192,0.208,-1.01,-0.95
-4.128e+00,0.2,0.184,-1.01,-1.05
-4.126e+00,0.2,0.216,-0.99,-0.95
-4.124e+00,0.208,0.2,-1.01,-1.03
-4.123e+00,0.224,0.232,-1.01,-0.95
-4.121e+00,0.224,0.216,-0.99,-1.03
-4.119e+00,0.232,0.248,-0.99,-0.95
-4.117e+00,0.248,0.232,-0.99,-1.03
-4.115e+00,0.248,0.264,-0.99,-0.93
-4.113e+00,0.256,0.248,-0.99,-1.01
-4.111e+00,0.264,0.28,-0.97,-0.93
-4.109e+00,0.272,0.256,-0.99,-1.01
-4.107e+00,0.272,0.296,-0.95,-0.91
-4.105e+00,0.288,0.272,-0.95,-1.01
-4.103e+00,0.288,0.304,-0.95,-0.91
-4.101e+00,0.296,0.288,-0.95,-0.99
-4.099e+00,0.304,0.32,-0.95,-0.91
-4.098e+00,0.312,0.304,-0.95,-0.99
-4.096e+00,0.32,0.336,-0.93,-0.89
-4.094e+00,0.328,0.32,-0.95,-0.97
-4.092e+00,0.336,0.344,-0.95,-0.89
-4.090e+00,0.344,0.328,-0.95,-0.97
-4.088e+00,0.344,0.36,-0.93,-0.87
-4.086e+00,0.352,0.344,-0.93,-0.95
-4.084e+00,0.36,0.376,-0.91,-0.87
-4.082e+00,0.368,0.36,-0.91,-0.95
-4.080e+00,0.376,0.384,-0.91,-0.85
-4.078e+00,0.376,0.368,-0.91,-0.93
-4.076e+00,0.384,0.408,-0.91,-0.85
-4.075e+00,0.392,0.384,-0.89,-0.93
-4.073e+00,0.4,0.416,-0.87,-0.83
-4.071e+00,0.408,0.4,-0.89,-0.91
-4.069e+00,0.416,0.432,-0.87,-0.83
-4.067e+00,0.424,0.408,-0.87,-0.91
-4.065e+00,0.424,0.44,-0.87,-0.81
-4.063e+00,0.432,0.424,-0.87,-0.89
-4.061e+00,0.44,0.448,-0.85,-0.81
-4.059e+00,0.44,0.432,-0.85,-0.87
-4.057e+00,0.456,0.464,-0.83,-0.79
-4.055e+00,0.456,0.448,-0.83,-0.87
-4.053e+00,0.464,0.48,-0.83,-0.77
-4.051e+00,0.472,0.456,-0.83,-0.85
-4.050e+00,0.472,0.488,-0.83,-0.77
-4.048e+00,0.48,0.472,-0.81,-0.85
-4.046e+00,0.488,0.496,-0.81,-0.75
-4.044e+00,0.496,0.48,-0.79,-0.83
-4.042e+00,0.496,0.512,-0.79,-0.73
-4.040e+00,0.504,0.496,-0.77,-0.81
-4.038e+00,0.512,0.52,-0.79,-0.73
-4.036e+00,0.512,0.504,-0.77,-0.81
-4.034e+00,0.52,0.536,-0.75,-0.71
-4.032e+00,0.528,0.52,-0.77,-0.79
-4.030e+00,0.528,0.544,-0.75,-0.69
-4.028e+00,0.536,0.528,-0.75,-0.77
-4.026e+00,0.544,0.552,-0.73,-0.67
-4.025e+00,0.544,0.536,-0.73,-0.75
-4.023e+00,0.552,0.568,-0.71,-0.65
-4.021e+00,0.552,0.544,-0.71,-0.75
-4.019e+00,0.56,0.576,-0.71,-0.65
-4.017e+00,0.568,0.56,-0.69,-0.73
-4.015e+00,0.568,0.584,-0.69,-0.63
-4.013e+00,0.576,0.568,-0.67,-0.71
-4.011e+00,0.576,0.592,-0.67,-0.61
-4.009e+00,0.584,0.576,-0.65,-0.69
-4.007e+00,0.592,0.6,-0.65,-0.59
-4.005e+00,0.592,0.584,-0.65,-0.67
-4.003e+00,0.6,0.616,-0.63,-0.57
-4.002e+00,0.6,0.6,-0.63,-0.65
-4.000e+00,0.608,0.624,-0.61,-0.55
-3.998e+00,0.616,0.6,-0.61,-0.65
-3.996e+00,0.616,0.632,-0.59,-0.55
-3.994e+00,0.616,0.608,-0.59,-0.63
