Model,DPO2002B
Firmware Version,1.52

Point Format,Y,,,
-1.9132e+00,0.568,0.584,-0.142,-0.114
-1.9124e+00,0.568,0.56,-0.138,-0.162
-1.9117e+00,0.56,0.576,-0.138,-0.114
-1.9109e+00,0.56,0.552,-0.134,-0.158
-1.9101e+00,0.56,0.576,-0.138,-0.114
-1.9094e+00,0.56,0.544,-0.138,-0.158
-1.9086e+00,0.552,0.568,-0.13,-0.114
-1.9078e+00,0.552,0.536,-0.138,-0.154
-1.9071e+00,0.552,0.56,-0.13,-0.11
-1.9063e+00,0.552,0.536,-0.142,-0.154
-1.9055e+00,0.544,0.552,-0.13,-0.11
-1.9048e+00,0.544,0.528,-0.142,-0.15
-1.9040e+00,0.536,0.552,-0.13,-0.106
-1.9032e+00,0.536,0.52,-0.122,-0.15
-1.9025e+00,0.536,0.544,-0.126,-0.106
-1.9017e+00,0.528,0.512,-0.134,-0.15
-1.9009e+00,0.528,0.536,-0.13,-0.102
-1.9002e+00,0.52,0.504,-0.126,-0.146
-1.8994e+00,0.512,0.528,-0.13,-0.102
-1.8986e+00,0.512,0.504,-0.122,-0.146
-1.8978e+00,0.512,0.52,-0.118,-0.098
-1.8971e+00,0.512,0.496,-0.122,-0.142
-1.8963e+00,0.504,0.52,-0.118,-0.098
-1.8955e+00,0.504,0.488,-0.122,-0.142
-1.8948e+00,0.496,0.512,-0.118,-0.094
-1.8940e+00,0.496,0.48,-0.114,-0.138
-1.8932e+00,0.488,0.504,-0.114,-0.09
-1.8925e+00,0.496,0.48,-0.118,-0.134
-1.8917e+00,0.488,0.504,-0.118,-0.094
-1.8909e+00,0.48,0.472,-0.102,-0.134
-1.8902e+00,0.48,0.496,-0.114,-0.09
-1.8894e+00,0.48,0.464,-0.11,-0.13
-1.8886e+00,0.472,0.488,-0.114,-0.086
-1.8879e+00,0.472,0.456,-0.114,-0.13
-1.8871e+00,0.464,0.48,-0.11,-0.086
-1.8863e+00,0.464,0.448,-0.106,-0.13
-1.8856e+00,0.456,0.472,-0.106,-0.082
-1.8848e+00,0.464,0.448,-0.106,-0.13
-1.8840e+00,0.456,0.464,-0.102,-0.078
-1.8833e+00,0.456,0.44,-0.11,-0.126
-1.8825e+00,0.448,0.464,-0.106,-0.082
-1.8817e+00,0.448,0.432,-0.094,-0.122
-1.8810e+00,0.448,0.456,-0.094,-0.078
-1.8802e+00,0.44,0.424,-0.106,-0.122
-1.8794e+00,0.44,0.448,-0.098,-0.074
-1.8786e+00,0.432,0.416,-0.102,-0.118
-1.8779e+00,0.432,0.44,-0.102,-0.074
-1.8771e+00,0.424,0.408,-0.098,-0.118
-1.8763e+00,0.424,0.432,-0.094,-0.07
-1.8756e+00,0.416,0.4,-0.098,-0.114
-1.8748e+00,0.416,0.424,-0.094,-0.066
-1.8740e+00,0.408,0.392,-0.086,-0.114
-1.8733e+00,0.408,0.416,-0.09,-0.066
-1.8725e+00,0.4,0.384,-0.09,-0.11
-1.8717e+00,0.4,0.408,-0.078,-0.066
-1.8710e+00,0.392,0.384,-0.094,-0.106
-1.8702e+00,0.392,0.4,-0.086,-0.062
-1.8694e+00,0.392,0.376,-0.086,-0.106
-1.8687e+00,0.384,0.4,-0.086,-0.062
-1.8679e+00,0.384,0.368,-0.082,-0.102
-1.8671e+00,0.384,0.392,-0.078,-0.058
-1.8664e+00,0.376,0.36,-0.082,-0.102
-1.8656e+00,0.368,0.384,-0.078,-0.058
-1.8648e+00,0.368,0.352,-0.074,-0.098
-1.8641e+00,0.368,0.376,-0.078,-0.054
-1.8633e+00,0.36,0.344,-0.082,-0.098
-1.8625e+00,0.352,0.368,-0.074,-0.05
-1.8618e+00,0.352,0.336,-0.074,-0.098
-1.8610e+00,0.344,0.36,-0.078,-0.05
-1.8602e+00,0.344,0.328,-0.074,-0.094
-1.8594e+00,0.336,0.352,-0.074,-0.046
-1.8587e+00,0.336,0.32,-0.078,-0.09
-1.8579e+00,0.336,0.344,-0.07,-0.046
-1.8571e+00,0.328,0.312,-0.078,-0.09
-1.8564e+00,0.328,0.336,-0.066,-0.042
-1.8556e+00,0.328,0.304,-0.066,-0.086
-1.8548e+00,0.32,0.328,-0.062,-0.042
-1.8541e+00,0.312,0.296,-0.062,-0.082
-1.8533e+00,0.304,0.32,-0.074,-0.038
-1.8525e+00,0.304,0.288,-0.054,-0.082
-1.8518e+00,0.304,0.312,-0.062,-0.034
-1.8510e+00,0.296,0.28,-0.066,-0.078
-1.8502e+00,0.296,0.304,-0.062,-0.034
-1.8495e+00,0.288,0.272,-0.062,-0.074
-1.8487e+00,0.28,0.296,-0.062,-0.034
-1.8479e+00,0.28,0.264,-0.054,-0.074
-1.8472e+00,0.272,0.288,-0.054,-0.03
-1.8464e+00,0.272,0.256,-0.054,-0.074
-1.8456e+00,0.264,0.28,-0.05,-0.026
-1.8449e+00,0.264,0.248,-0.05,-0.07
-1.8441e+00,0.264,0.272,-0.058,-0.026
-1.8433e+00,0.248,0.24,-0.05,-0.066
-1.8425e+00,0.248,0.264,-0.046,-0.026
-1.8418e+00,0.256,0.232,-0.058,-0.066
-1.8410e+00,0.248,0.256,-0.05,-0.022
-1.8402e+00,0.24,0.224,-0.042,-0.066
-1.8395e+00,0.24,0.248,-0.05,-0.022
-1.8387e+00,0.232,0.216,-0.05,-0.062
-1.8379e+00,0.232,0.24,-0.038,-0.018
-1.8372e+00,0.224,0.2,-0.042,-0.058
-1.8364e+00,0.216,0.232,-0.042,-0.018
-1.8356e+00,0.216,0.2,-0.03,-0.054
-1.8349e+00,0.208,0.224,-0.03,-0.01
-1.8341e+00,0.208,0.184,-0.034,-0.054
-1.8333e+00,0.2,0.216,-0.03,-0.01
-1.8326e+00,0.192,0.176,-0.03,-0.054
-1.8318e+00,0.192,0.208,-0.042,-0.01
-1.8310e+00,0.184,0.168,-0.034,-0.05
-1.8303e+00,0.184,0.2,-0.018,-0.006
-1.8295e+00,0.176,0.168,-0.034,-0.046
-1.8287e+00,0.176,0.184,-0.03,-0.002
-1.8280e+00,0.176,0.152,-0.026,-0.046
-1.8272e+00,0.168,0.184,-0.038,-0.002
-1.8264e+00,0.16,0.144,-0.018,-0.042
-1.8257e+00,0.16,0.176,-0.018,0.002
-1.8249e+00,0.152,0.136,-0.026,-0.042
-1.8241e+00,0.152,0.16,-0.022,0.002
-1.8233e+00,0.144,0.128,-0.022,-0.038
-1.8226e+00,0.144,0.152,-0.018,0.002
-1.8218e+00,0.136,0.12,-0.014,-0.038
-1.8210e+00,0.136,0.144,-0.014,0.006
-1.8203e+00,0.128,0.112,-0.014,-0.034
-1.8195e+00,0.128,0.136,-0.022,0.01
-1.8187e+00,0.12,0.104,-0.006,-0.034
-1.8180e+00,0.112,0.128,-0.014,0.01
-1.8172e+00,0.112,0.096,-0.014,-0.03
-1.8164e+00,0.112,0.12,-0.002,0.014
-1.8157e+00,0.104,0.088,0.002,-0.026
-1.8149e+00,0.104,0.112,-0.01,0.014
-1.8141e+00,0.096,0.08,-0.002,-0.026
-1.8134e+00,0.088,0.104,-0.01,0.018
-1.8126e+00,0.088,0.072,-0.01,-0.026
-1.8118e+00,0.088,0.096,-0.01,0.018
-1.8111e+00,0.08,0.064,-0.002,-0.022
-1.8103e+00,0.072,0.088,-0.002,0.022
-1.8095e+00,0.072,0.056,-0.006,-0.018
-1.8088e+00,0.064,0.08,0.002,0.026
-1.8080e+00,0.064,0.048,-0.01,-0.018
-1.8072e+00,0.064,0.072,0.006,0.026
-1.8065e+00,0.056,0.032,0.014,-0.018
-1.8057e+00,0.048,0.064,0.006,0.03
-1.8049e+00,0.048,0.024,0.014,-0.01
-1.8041e+00,0.04,0.056,0.014,0.03
-1.8034e+00,0.04,0.024,0.01,-0.01
-1.8026e+00,0.032,0.048,-0.002,0.034
-1.8018e+00,0.024,0.016,0.01,-0.006
-1.8011e+00,0.024,0.04,0.01,0.038
-1.8003e+00,0.024,0.008,0.01,-0.006
-1.7995e+00,0.016,0.032,0.018,0.038
-1.7988e+00,0.016,-0.008,0.014,-0.006
-1.7980e+00,0.008,0.024,0.022,0.042
-1.7972e+00,-1.78814e-10,-0.016,0.022,-0.002
-1.7965e+00,-1.78814e-10,0.008,0.026,0.042
-1.7957e+00,-0.008,-0.024,0.018,0.002
-1.7949e+00,-0.008,-1.78814e-10,0.026,0.046
-1.7942e+00,-0.008,-0.032,0.026,0.006
-1.7934e+00,-0.016,-0.008,0.022,0.046
-1.7926e+00,-0.024,-0.04,0.034,0.006
-1.7919e+00,-0.024,-0.016,0.034,0.05
-1.7911e+00,-0.032,-0.048,0.026,0.01
-1.7903e+00,-0.032,-0.024,0.03,0.05
-1.7896e+00,-0.04,-0.056,0.034,0.01
-1.7888e+00,-0.048,-0.032,0.026,0.054
-1.7880e+00,-0.048,-0.064,0.034,0.014
-1.7873e+00,-0.048,-0.04,0.042,0.054
-1.7865e+00,-0.056,-0.072,0.038,0.014
-1.7857e+00,-0.056,-0.048,0.034,0.058
-1.7849e+00,-0.064,-0.08,0.038,0.018
-1.7842e+00,-0.064,-0.056,0.042,0.058
-1.7834e+00,-0.072,-0.088,0.038,0.022
-1.7826e+00,-0.072,-0.064,0.046,0.062
-1.7819e+00,-0.072,-0.096,0.05,0.022
-1.7811e+00,-0.08,-0.072,0.038,0.062
-1.7803e+00,-0.088,-0.104,0.05,0.026
-1.7796e+00,-0.088,-0.08,0.042,0.07
-1.7788e+00,-0.096,-0.112,0.042,0.026
-1.7780e+00,-0.104,-0.088,0.046,0.07
-1.7773e+00,-0.104,-0.12,0.05,0.03
-1.7765e+00,-0.112,-0.096,0.05,0.07
-1.7757e+00,-0.12,-0.128,0.05,0.03
-1.7750e+00,-0.12,-0.104,0.05,0.074
-1.7742e+00,-0.12,-0.136,0.046,0.034
-1.7734e+00,-0.128,-0.112,0.062,0.074
-1.7727e+00,-0.128,-0.144,0.054,0.034
-1.7719e+00,-0.136,-0.12,0.058,0.078
-1.7711e+00,-0.136,-0.16,0.058,0.038
-1.7704e+00,-0.144,-0.128,0.062,0.078
-1.7696e+00,-0.144,-0.168,0.062,0.038
-1.7688e+00,-0.152,-0.136,0.058,0.082
-1.7680e+00,-0.152,-0.176,0.062,0.046
-1.7673e+00,-0.16,-0.144,0.07,0.086
-1.7665e+00,-0.16,-0.184,0.054,0.042
-1.7657e+00,-0.168,-0.152,0.066,0.086
-1.7650e+00,-0.176,-0.192,0.07,0.046
-1.7642e+00,-0.176,-0.16,0.07,0.086
-1.7634e+00,-0.176,-0.2,0.074,0.05
-1.7627e+00,-0.184,-0.176,0.066,0.094
-1.7619e+00,-0.192,-0.208,0.07,0.05
-1.7611e+00,-0.2,-0.184,0.074,0.094
-1.7604e+00,-0.192,-0.208,0.074,0.054
-1.7596e+00,-0.2,-0.184,0.074,0.094
-1.7588e+00,-0.2,-0.224,0.074,0.058
-1.7581e+00,-0.208,-0.192,0.082,0.098
-1.7573e+00,-0.208,-0.232,0.07,0.054
-1.7565e+00,-0.216,-0.2,0.074,0.098
-1.7558e+00,-0.224,-0.24,0.082,0.058
-1.7550e+00,-0.224,-0.216,0.078,0.102
-1.7542e+00,-0.232,-0.248,0.082,0.062
-1.7535e+00,-0.232,-0.224,0.086,0.102
-1.7527e+00,-0.24,-0.256,0.078,0.062
-1.7519e+00,-0.248,-0.232,0.082,0.106
-1.7512e+00,-0.248,-0.264,0.09,0.066
-1.7504e+00,-0.248,-0.24,0.078,0.106
-1.7496e+00,-0.256,-0.272,0.082,0.07
-1.7488e+00,-0.256,-0.248,0.098,0.11
-1.7481e+00,-0.264,-0.28,0.086,0.07
-1.7473e+00,-0.272,-0.256,0.09,0.114
-1.7465e+00,-0.264,-0.288,0.098,0.07
-1.7458e+00,-0.272,-0.264,0.082,0.114
-1.7450e+00,-0.28,-0.296,0.09,0.074
-1.7442e+00,-0.28,-0.272,0.086,0.118
-1.7435e+00,-0.288,-0.304,0.09,0.074
-1.7427e+00,-0.288,-0.28,0.086,0.118
-1.7419e+00,-0.288,-0.312,0.098,0.078
-1.7412e+00,-0.296,-0.288,0.106,0.118
-1.7404e+00,-0.296,-0.32,0.098,0.074
-1.7396e+00,-0.304,-0.296,0.102,0.122
-1.7389e+00,-0.312,-0.328,0.106,0.082
-1.7381e+00,-0.312,-0.304,0.098,0.122
-1.7373e+00,-0.32,-0.336,0.106,0.082
-1.7366e+00,-0.32,-0.312,0.106,0.126
-1.7358e+00,-0.328,-0.344,0.106,0.086
-1.7350e+00,-0.328,-0.32,0.098,0.126
-1.7343e+00,-0.336,-0.352,0.106,0.086
-1.7335e+00,-0.336,-0.328,0.11,0.13
-1.7327e+00,-0.336,-0.36,0.102,0.09
-1.7320e+00,-0.344,-0.328,0.118,0.134
-1.7312e+00,-0.344,-0.368,0.106,0.09
-1.7304e+00,-0.352,-0.336,0.114,0.134
-1.7296e+00,-0.352,-0.376,0.114,0.094
-1.7289e+00,-0.36,-0.344,0.118,0.134
-1.7281e+00,-0.36,-0.384,0.106,0.094
-1.7273e+00,-0.368,-0.352,0.114,0.138
-1.7266e+00,-0.368,-0.392,0.118,0.098
-1.7258e+00,-0.368,-0.36,0.122,0.138
-1.7250e+00,-0.376,-0.4,0.114,0.098
-1.7243e+00,-0.384,-0.368,0.118,0.142
-1.7235e+00,-0.384,-0.4,0.122,0.098
-1.7227e+00,-0.392,-0.376,0.114,0.142
-1.7220e+00,-0.392,-0.408,0.122,0.102
-1.7212e+00,-0.4,-0.384,0.126,0.146
-1.7204e+00,-0.4,-0.416,0.118,0.106
-1.7197e+00,-0.408,-0.392,0.13,0.146
-1.7189e+00,-0.4,-0.424,0.13,0.106
-1.7181e+00,-0.408,-0.4,0.118,0.146
-1.7174e+00,-0.416,-0.432,0.134,0.106
-1.7166e+00,-0.416,-0.408,0.13,0.15
-1.7158e+00,-0.424,-0.432,0.126,0.106
-1.7151e+00,-0.424,-0.416,0.13,0.15
-1.7143e+00,-0.432,-0.448,0.13,0.11
-1.7135e+00,-0.432,-0.424,0.126,0.154
-1.7127e+00,-0.432,-0.448,0.13,0.114
-1.7120e+00,-0.44,-0.424,0.13,0.154
-1.7112e+00,-0.44,-0.456,0.126,0.114
-1.7104e+00,-0.448,-0.432,0.138,0.154
-1.7097e+00,-0.448,-0.464,0.134,0.114
-1.7089e+00,-0.448,-0.44,0.134,0.158
-1.7081e+00,-0.456,-0.472,0.138,0.118
-1.7074e+00,-0.456,-0.448,0.142,0.162
-1.7066e+00,-0.464,-0.48,0.134,0.118
-1.7058e+00,-0.464,-0.456,0.138,0.162
-1.7051e+00,-0.464,-0.48,0.146,0.122
-1.7043e+00,-0.472,-0.456,0.138,0.162
-1.7035e+00,-0.472,-0.488,0.138,0.122
-1.7028e+00,-0.472,-0.464,0.146,0.162
-1.7020e+00,-0.48,-0.496,0.138,0.122
-1.7012e+00,-0.48,-0.472,0.142,0.166
-1.7005e+00,-0.488,-0.504,0.146,0.126
-1.6997e+00,-0.488,-0.48,0.138,0.166
-1.6989e+00,-0.496,-0.512,0.142,0.126
-1.6982e+00,-0.496,-0.488,0.146,0.166
-1.6974e+00,-0.496,-0.52,0.15,0.122
-1.6966e+00,-0.504,-0.488,0.154,0.17
-1.6959e+00,-0.504,-0.52,0.15,0.126
-1.6951e+00,-0.512,-0.496,0.154,0.174
-1.6943e+00,-0.512,-0.528,0.15,0.13
-1.6935e+00,-0.52,-0.504,0.154,0.174
-1.6928e+00,-0.52,-0.536,0.15,0.13
-1.6920e+00,-0.512,-0.512,0.154,0.174
-1.6912e+00,-0.52,-0.536,0.154,0.134
-1.6905e+00,-0.52,-0.512,0.154,0.174
-1.6897e+00,-0.528,-0.544,0.15,0.134
-1.6889e+00,-0.528,-0.52,0.15,0.178
-1.6882e+00,-0.536,-0.552,0.154,0.134
-1.6874e+00,-0.536,-0.528,0.15,0.178
-1.6866e+00,-0.544,-0.56,0.158,0.134
-1.6859e+00,-0.544,-0.536,0.162,0.182
-1.6851e+00,-0.544,-0.56,0.15,0.138
-1.6843e+00,-0.552,-0.536,0.154,0.178
-1.6836e+00,-0.552,-0.568,0.17,0.142
-1.6828e+00,-0.552,-0.544,0.158,0.182
-1.6820e+00,-0.56,-0.576,0.154,0.138
-1.6813e+00,-0.56,-0.552,0.166,0.182
-1.6805e+00,-0.56,-0.576,0.162,0.142
-1.6797e+00,-0.568,-0.56,0.158,0.182
-1.6790e+00,-0.568,-0.584,0.166,0.142
-1.6782e+00,-0.568,-0.56,0.162,0.186
-1.6774e+00,-0.576,-0.592,0.162,0.146
-1.6767e+00,-0.576,-0.568,0.162,0.186
-1.6759e+00,-0.576,-0.592,0.17,0.146
-1.6751e+00,-0.584,-0.568,0.162,0.186
-1.6743e+00,-0.592,-0.6,0.17,0.146
-1.6736e+00,-0.584,-0.576,0.17,0.19
-1.6728e+00,-0.592,-0.608,0.162,0.146
-1.6720e+00,-0.592,-0.584,0.162,0.19
-1.6713e+00,-0.592,-0.616,0.178,0.15
-1.6705e+00,-0.6,-0.584,0.166,0.19
-1.6697e+00,-0.6,-0.616,0.174,0.146
-1.6690e+00,-0.6,-0.592,0.174,0.19
-1.6682e+00,-0.608,-0.624,0.162,0.15
-1.6674e+00,-0.608,-0.6,0.17,0.194
-1.6667e+00,-0.616,-0.624,0.17,0.15
-1.6659e+00,-0.616,-0.6,0.174,0.194
-1.6651e+00,-0.616,-0.632,0.17,0.15
-1.6644e+00,-0.616,-0.608,0.17,0.194
-1.6636e+00,-0.616,-0.632,0.174,0.154
-1.6628e+00,-0.624,-0.608,0.166,0.194
-1.6621e+00,-0.624,-0.64,0.178,0.154
-1.6613e+00,-0.624,-0.616,0.174,0.198
-1.6605e+00,-0.624,-0.648,0.174,0.154
-1.6598e+00,-0.632,-0.616,0.178,0.198
-1.6590e+00,-0.632,-0.648,0.178,0.158
-1.6582e+00,-0.632,-0.624,0.174,0.198
-1.6575e+00,-0.64,-0.656,0.178,0.158
-1.6567e+00,-0.632,-0.632,0.182,0.198
-1.6559e+00,-0.64,-0.656,0.174,0.158
-1.6551e+00,-0.64,-0.632,0.178,0.198
-1.6544e+00,-0.648,-0.664,0.182,0.158
-1.6536e+00,-0.648,-0.64,0.174,0.198
-1.6528e+00,-0.648,-0.664,0.178,0.158
-1.6521e+00,-0.648,-0.64,0.182,0.202
-1.6513e+00,-0.648,-0.672,0.178,0.158
-1.6505e+00,-0.648,-0.648,0.174,0.202
-1.6498e+00,-0.656,-0.672,0.182,0.162
-1.6490e+00,-0.656,-0.648,0.182,0.206
-1.6482e+00,-0.656,-0.68,0.182,0.158
-1.6475e+00,-0.656,-0.656,0.19,0.202
-1.6467e+00,-0.656,-0.68,0.182,0.162
-1.6459e+00,-0.664,-0.656,0.178,0.202
-1.6452e+00,-0.664,-0.68,0.19,0.162
-1.6444e+00,-0.664,-0.656,0.182,0.206
-1.6436e+00,-0.672,-0.688,0.178,0.162
-1.6429e+00,-0.672,-0.664,0.186,0.206
-1.6421e+00,-0.672,-0.688,0.19,0.162
-1.6413e+00,-0.68,-0.664,0.182,0.206
-1.6406e+00,-0.68,-0.688,0.178,0.166
-1.6398e+00,-0.68,-0.672,0.186,0.206
-1.6390e+00,-0.68,-0.696,0.178,0.162
-1.6382e+00,-0.688,-0.672,0.19,0.206
-1.6375e+00,-0.68,-0.696,0.186,0.166
-1.6367e+00,-0.68,-0.672,0.182,0.206
-1.6359e+00,-0.688,-0.704,0.186,0.166
-1.6352e+00,-0.688,-0.68,0.19,0.206
-1.6344e+00,-0.688,-0.704,0.182,0.166
-1.6336e+00,-0.688,-0.68,0.186,0.206
-1.6329e+00,-0.688,-0.704,0.19,0.166
-1.6321e+00,-0.696,-0.68,0.186,0.21
-1.6313e+00,-0.696,-0.712,0.194,0.166
-1.6306e+00,-0.696,-0.688,0.19,0.21
-1.6298e+00,-0.696,-0.712,0.198,0.166
-1.6290e+00,-0.704,-0.688,0.186,0.21
-1.6283e+00,-0.696,-0.72,0.19,0.17
-1.6275e+00,-0.704,-0.688,0.186,0.21
-1.6267e+00,-0.704,-0.72,0.186,0.166
-1.6260e+00,-0.704,-0.696,0.194,0.21
-1.6252e+00,-0.704,-0.72,0.186,0.17
-1.6244e+00,-0.704,-0.696,0.186,0.21
-1.6237e+00,-0.704,-0.72,0.182,0.17
-1.6229e+00,-0.712,-0.696,0.19,0.21
-1.6221e+00,-0.712,-0.728,0.186,0.17
-1.6214e+00,-0.712,-0.704,0.186,0.214
-1.6206e+00,-0.712,-0.728,0.194,0.17
-1.6198e+00,-0.712,-0.704,0.194,0.214
-1.6190e+00,-0.712,-0.728,0.186,0.17
-1.6183e+00,-0.712,-0.704,0.194,0.21
-1.6175e+00,-0.712,-0.728,0.194,0.166
-1.6167e+00,-0.712,-0.704,0.186,0.21
-1.6160e+00,-0.72,-0.736,0.19,0.17
-1.6152e+00,-0.72,-0.712,0.19,0.214
-1.6144e+00,-0.72,-0.736,0.19,0.17
-1.6137e+00,-0.72,-0.712,0.198,0.214
-1.6129e+00,-0.72,-0.736,0.186,0.17
-1.6121e+00,-0.72,-0.712,0.186,0.214
-1.6114e+00,-0.72,-0.736,0.19,0.17
-1.6106e+00,-0.72,-0.712,0.19,0.21
-1.6098e+00,-0.72,-0.736,0.186,0.17
