Model,DPO2002B
Firmware Version,1.52

Point Format,Y,,,
-1.9132e+00,0.728,0.736,-0.141,-0.125
-1.9124e+00,0.728,0.72,-0.143,-0.169
-1.9117e+00,0.728,0.736,-0.149,-0.123
-1.9109e+00,0.728,0.72,-0.147,-0.165
-1.9101e+00,0.728,0.736,-0.141,-0.125
-1.9094e+00,0.72,0.712,-0.145,-0.169
-1.9086e+00,0.72,0.736,-0.145,-0.125
-1.9078e+00,0.72,0.712,-0.139,-0.165
-1.9071e+00,0.72,0.728,-0.143,-0.125
-1.9063e+00,0.72,0.712,-0.147,-0.165
-1.9055e+00,0.72,0.728,-0.137,-0.123
-1.9048e+00,0.72,0.712,-0.141,-0.165
-1.9040e+00,0.72,0.728,-0.147,-0.123
-1.9032e+00,0.72,0.704,-0.141,-0.165
-1.9025e+00,0.712,0.728,-0.145,-0.123
-1.9017e+00,0.712,0.704,-0.147,-0.163
-1.9009e+00,0.712,0.72,-0.141,-0.121
-1.9002e+00,0.712,0.704,-0.135,-0.161
-1.8994e+00,0.712,0.72,-0.147,-0.121
-1.8986e+00,0.704,0.696,-0.147,-0.161
-1.8978e+00,0.704,0.72,-0.143,-0.121
-1.8971e+00,0.712,0.696,-0.147,-0.161
-1.8963e+00,0.704,0.712,-0.143,-0.119
-1.8955e+00,0.704,0.696,-0.141,-0.161
-1.8948e+00,0.704,0.712,-0.147,-0.117
-1.8940e+00,0.704,0.688,-0.145,-0.157
-1.8932e+00,0.696,0.712,-0.137,-0.117
-1.8925e+00,0.696,0.688,-0.141,-0.159
-1.8917e+00,0.696,0.704,-0.139,-0.117
-1.8909e+00,0.696,0.68,-0.131,-0.159
-1.8902e+00,0.696,0.704,-0.139,-0.117
-1.8894e+00,0.688,0.68,-0.143,-0.157
-1.8886e+00,0.688,0.704,-0.131,-0.115
-1.8879e+00,0.688,0.68,-0.141,-0.157
-1.8871e+00,0.688,0.696,-0.139,-0.115
-1.8863e+00,0.688,0.672,-0.135,-0.155
-1.8856e+00,0.688,0.696,-0.135,-0.113
-1.8848e+00,0.688,0.672,-0.139,-0.155
-1.8840e+00,0.68,0.688,-0.131,-0.111
-1.8833e+00,0.672,0.664,-0.133,-0.157
-1.8825e+00,0.672,0.688,-0.131,-0.109
-1.8817e+00,0.672,0.664,-0.129,-0.155
-1.8810e+00,0.672,0.68,-0.133,-0.109
-1.8802e+00,0.672,0.656,-0.135,-0.151
-1.8794e+00,0.664,0.68,-0.139,-0.111
-1.8786e+00,0.664,0.648,-0.133,-0.151
-1.8779e+00,0.656,0.672,-0.131,-0.109
-1.8771e+00,0.656,0.648,-0.129,-0.151
-1.8763e+00,0.656,0.672,-0.133,-0.107
-1.8756e+00,0.656,0.64,-0.131,-0.149
-1.8748e+00,0.656,0.664,-0.133,-0.107
-1.8740e+00,0.656,0.64,-0.123,-0.147
-1.8733e+00,0.648,0.664,-0.131,-0.105
-1.8725e+00,0.64,0.632,-0.129,-0.147
-1.8717e+00,0.64,0.656,-0.125,-0.105
-1.8710e+00,0.64,0.632,-0.123,-0.145
-1.8702e+00,0.64,0.648,-0.125,-0.105
-1.8694e+00,0.64,0.624,-0.123,-0.145
-1.8687e+00,0.632,0.648,-0.127,-0.103
-1.8679e+00,0.632,0.624,-0.123,-0.143
-1.8671e+00,0.632,0.64,-0.127,-0.101
-1.8664e+00,0.632,0.616,-0.125,-0.143
-1.8656e+00,0.624,0.64,-0.127,-0.101
-1.8648e+00,0.624,0.608,-0.115,-0.143
-1.8641e+00,0.624,0.632,-0.129,-0.099
-1.8633e+00,0.616,0.608,-0.123,-0.141
-1.8625e+00,0.616,0.624,-0.119,-0.099
-1.8618e+00,0.616,0.6,-0.121,-0.139
-1.8610e+00,0.608,0.624,-0.115,-0.097
-1.8602e+00,0.608,0.6,-0.113,-0.137
-1.8594e+00,0.608,0.616,-0.109,-0.097
-1.8587e+00,0.6,0.592,-0.117,-0.135
-1.8579e+00,0.6,0.616,-0.117,-0.095
-1.8571e+00,0.6,0.584,-0.115,-0.137
-1.8564e+00,0.6,0.608,-0.125,-0.093
-1.8556e+00,0.592,0.576,-0.115,-0.135
-1.8548e+00,0.592,0.6,-0.113,-0.091
-1.8541e+00,0.584,0.576,-0.119,-0.133
-1.8533e+00,0.584,0.6,-0.119,-0.091
-1.8525e+00,0.584,0.568,-0.107,-0.131
-1.8518e+00,0.584,0.592,-0.113,-0.089
-1.8510e+00,0.576,0.56,-0.113,-0.131
-1.8502e+00,0.576,0.584,-0.113,-0.089
-1.8495e+00,0.568,0.552,-0.105,-0.129
-1.8487e+00,0.568,0.576,-0.115,-0.087
-1.8479e+00,0.56,0.552,-0.119,-0.127
-1.8472e+00,0.56,0.568,-0.107,-0.085
-1.8464e+00,0.56,0.544,-0.111,-0.125
-1.8456e+00,0.56,0.568,-0.101,-0.085
-1.8449e+00,0.552,0.536,-0.105,-0.125
-1.8441e+00,0.544,0.56,-0.101,-0.083
-1.8433e+00,0.544,0.528,-0.107,-0.123
-1.8425e+00,0.536,0.552,-0.103,-0.083
-1.8418e+00,0.536,0.52,-0.107,-0.123
-1.8410e+00,0.536,0.544,-0.107,-0.081
-1.8402e+00,0.528,0.52,-0.097,-0.121
-1.8395e+00,0.528,0.536,-0.101,-0.081
-1.8387e+00,0.528,0.512,-0.097,-0.119
-1.8379e+00,0.52,0.536,-0.095,-0.077
-1.8372e+00,0.52,0.504,-0.097,-0.119
-1.8364e+00,0.52,0.528,-0.097,-0.077
-1.8356e+00,0.512,0.496,-0.095,-0.119
-1.8349e+00,0.512,0.52,-0.091,-0.071
-1.8341e+00,0.504,0.488,-0.101,-0.115
-1.8333e+00,0.504,0.512,-0.087,-0.073
-1.8326e+00,0.496,0.48,-0.095,-0.113
-1.8318e+00,0.496,0.504,-0.097,-0.073
-1.8310e+00,0.488,0.48,-0.087,-0.113
-1.8303e+00,0.488,0.504,-0.089,-0.071
-1.8295e+00,0.48,0.472,-0.099,-0.111
-1.8287e+00,0.48,0.496,-0.087,-0.069
-1.8280e+00,0.48,0.464,-0.097,-0.109
-1.8272e+00,0.472,0.488,-0.103,-0.069
-1.8264e+00,0.472,0.456,-0.085,-0.109
-1.8257e+00,0.464,0.48,-0.081,-0.067
-1.8249e+00,0.464,0.448,-0.087,-0.105
-1.8241e+00,0.464,0.472,-0.085,-0.065
-1.8233e+00,0.456,0.44,-0.085,-0.105
-1.8226e+00,0.456,0.464,-0.091,-0.065
-1.8218e+00,0.448,0.432,-0.091,-0.101
-1.8210e+00,0.448,0.456,-0.075,-0.061
-1.8203e+00,0.44,0.424,-0.087,-0.103
-1.8195e+00,0.44,0.448,-0.083,-0.059
-1.8187e+00,0.44,0.416,-0.075,-0.099
-1.8180e+00,0.432,0.44,-0.081,-0.057
-1.8172e+00,0.424,0.408,-0.081,-0.099
-1.8164e+00,0.424,0.432,-0.083,-0.057
-1.8157e+00,0.424,0.408,-0.075,-0.097
-1.8149e+00,0.416,0.432,-0.085,-0.055
-1.8141e+00,0.416,0.4,-0.075,-0.095
-1.8134e+00,0.416,0.424,-0.079,-0.053
-1.8126e+00,0.408,0.392,-0.077,-0.097
-1.8118e+00,0.4,0.416,-0.065,-0.053
-1.8111e+00,0.4,0.384,-0.063,-0.091
-1.8103e+00,0.392,0.408,-0.073,-0.049
-1.8095e+00,0.384,0.368,-0.073,-0.089
-1.8088e+00,0.384,0.392,-0.069,-0.047
-1.8080e+00,0.384,0.36,-0.077,-0.091
-1.8072e+00,0.376,0.384,-0.065,-0.045
-1.8065e+00,0.376,0.352,-0.061,-0.085
-1.8057e+00,0.368,0.376,-0.071,-0.045
-1.8049e+00,0.36,0.344,-0.069,-0.085
-1.8041e+00,0.36,0.368,-0.061,-0.045
-1.8034e+00,0.36,0.336,-0.063,-0.083
-1.8026e+00,0.352,0.36,-0.059,-0.043
-1.8018e+00,0.344,0.328,-0.063,-0.081
-1.8011e+00,0.344,0.352,-0.065,-0.041
-1.8003e+00,0.336,0.32,-0.057,-0.079
-1.7995e+00,0.336,0.344,-0.059,-0.037
-1.7988e+00,0.328,0.312,-0.061,-0.079
-1.7980e+00,0.328,0.336,-0.063,-0.037
-1.7972e+00,0.32,0.304,-0.053,-0.077
-1.7965e+00,0.32,0.328,-0.051,-0.035
-1.7957e+00,0.312,0.296,-0.061,-0.075
-1.7949e+00,0.312,0.32,-0.057,-0.033
-1.7942e+00,0.304,0.288,-0.057,-0.073
-1.7934e+00,0.304,0.312,-0.059,-0.033
-1.7926e+00,0.296,0.28,-0.057,-0.071
-1.7919e+00,0.296,0.304,-0.051,-0.029
-1.7911e+00,0.288,0.272,-0.049,-0.069
-1.7903e+00,0.288,0.296,-0.057,-0.029
-1.7896e+00,0.28,0.264,-0.043,-0.069
-1.7888e+00,0.272,0.288,-0.055,-0.025
-1.7880e+00,0.272,0.248,-0.051,-0.069
-1.7873e+00,0.264,0.28,-0.045,-0.025
-1.7865e+00,0.264,0.24,-0.047,-0.065
-1.7857e+00,0.256,0.272,-0.041,-0.023
-1.7849e+00,0.256,0.232,-0.041,-0.063
-1.7842e+00,0.248,0.264,-0.037,-0.021
-1.7834e+00,0.248,0.224,-0.049,-0.061
-1.7826e+00,0.24,0.256,-0.037,-0.019
-1.7819e+00,0.232,0.216,-0.049,-0.061
-1.7811e+00,0.24,0.24,-0.047,-0.019
-1.7803e+00,0.232,0.208,-0.031,-0.057
-1.7796e+00,0.224,0.232,-0.041,-0.015
-1.7788e+00,0.216,0.2,-0.041,-0.055
-1.7780e+00,0.216,0.224,-0.035,-0.013
-1.7773e+00,0.208,0.192,-0.029,-0.053
-1.7765e+00,0.2,0.216,-0.041,-0.013
-1.7757e+00,0.192,0.176,-0.035,-0.053
-1.7750e+00,0.192,0.208,-0.027,-0.011
-1.7742e+00,0.184,0.168,-0.035,-0.049
-1.7734e+00,0.184,0.192,-0.033,-0.009
-1.7727e+00,0.176,0.16,-0.019,-0.049
-1.7719e+00,0.176,0.184,-0.031,-0.007
-1.7711e+00,0.168,0.152,-0.025,-0.047
-1.7704e+00,0.16,0.176,-0.023,-0.005
-1.7696e+00,0.16,0.144,-0.023,-0.045
-1.7688e+00,0.152,0.168,-0.027,-0.003
-1.7680e+00,0.144,0.136,-0.021,-0.043
-1.7673e+00,0.144,0.16,-0.021,-0.003
-1.7665e+00,0.144,0.128,-0.021,-0.041
-1.7657e+00,0.136,0.152,-0.021,-0.001
-1.7650e+00,0.136,0.112,-0.023,-0.039
-1.7642e+00,0.128,0.144,-0.019,0.003
-1.7634e+00,0.12,0.104,-0.017,-0.037
-1.7627e+00,0.12,0.128,-0.011,0.003
-1.7619e+00,0.12,0.096,-0.019,-0.035
-1.7611e+00,0.112,0.12,-0.013,0.007
-1.7604e+00,0.112,0.088,-0.007,-0.033
-1.7596e+00,0.104,0.112,-0.017,0.007
-1.7588e+00,0.096,0.08,-0.009,-0.031
-1.7581e+00,0.096,0.104,-0.017,0.013
-1.7573e+00,0.088,0.072,-0.015,-0.029
-1.7565e+00,0.088,0.096,-0.011,0.013
-1.7558e+00,0.08,0.064,-0.009,-0.027
-1.7550e+00,0.08,0.088,-0.009,0.011
-1.7542e+00,0.072,0.048,-0.013,-0.027
-1.7535e+00,0.064,0.08,-0.003,0.015
-1.7527e+00,0.064,0.04,-0.007,-0.023
-1.7519e+00,0.056,0.072,0.001,0.017
-1.7512e+00,0.056,0.032,-0.003,-0.021
-1.7504e+00,0.048,0.064,-0.001,0.019
-1.7496e+00,0.04,0.024,-0.003,-0.021
-1.7488e+00,0.04,0.056,0.005,0.023
-1.7481e+00,0.032,0.016,-0.001,-0.019
-1.7473e+00,0.032,0.04,-0.007,0.023
-1.7465e+00,0.024,0.008,0.001,-0.017
-1.7458e+00,0.024,0.032,0.003,0.023
-1.7450e+00,0.016,-1.78814e-10,0.003,-0.015
-1.7442e+00,0.016,0.024,-0.001,0.027
-1.7435e+00,0.008,-0.008,0.011,-0.013
-1.7427e+00,0.008,0.016,-0.005,0.027
-1.7419e+00,-1.78814e-10,-0.024,0.005,-0.011
-1.7412e+00,-0.008,0.008,0.021,0.031
-1.7404e+00,-0.008,-0.032,0.001,-0.009
-1.7396e+00,-0.016,-0.008,0.009,0.035
-1.7389e+00,-0.024,-0.04,0.011,-0.007
-1.7381e+00,-0.024,-0.016,0.005,0.033
-1.7373e+00,-0.032,-0.048,0.011,-0.007
-1.7366e+00,-0.032,-0.024,0.023,0.035
-1.7358e+00,-0.04,-0.056,0.011,-0.003
-1.7350e+00,-0.04,-0.032,0.013,0.037
-1.7343e+00,-0.048,-0.064,0.023,-0.003
-1.7335e+00,-0.056,-0.04,0.023,0.039
-1.7327e+00,-0.056,-0.072,0.021,0.001
-1.7320e+00,-0.064,-0.048,0.021,0.043
-1.7312e+00,-0.064,-0.08,0.023,0.001
-1.7304e+00,-0.072,-0.056,0.019,0.041
-1.7296e+00,-0.072,-0.096,0.023,0.005
-1.7289e+00,-0.08,-0.064,0.025,0.045
-1.7281e+00,-0.088,-0.104,0.025,0.005
-1.7273e+00,-0.088,-0.072,0.029,0.047
-1.7266e+00,-0.088,-0.112,0.027,0.005
-1.7258e+00,-0.096,-0.08,0.021,0.049
-1.7250e+00,-0.104,-0.12,0.029,0.009
-1.7243e+00,-0.112,-0.096,0.027,0.049
-1.7235e+00,-0.112,-0.128,0.033,0.011
-1.7227e+00,-0.112,-0.104,0.033,0.051
-1.7220e+00,-0.12,-0.136,0.027,0.013
-1.7212e+00,-0.12,-0.112,0.037,0.053
-1.7204e+00,-0.128,-0.144,0.035,0.015
-1.7197e+00,-0.136,-0.12,0.035,0.055
-1.7189e+00,-0.136,-0.16,0.031,0.015
-1.7181e+00,-0.144,-0.128,0.039,0.057
-1.7174e+00,-0.144,-0.168,0.039,0.019
-1.7166e+00,-0.152,-0.136,0.031,0.059
-1.7158e+00,-0.152,-0.176,0.039,0.019
-1.7151e+00,-0.16,-0.144,0.045,0.063
-1.7143e+00,-0.16,-0.184,0.043,0.021
-1.7135e+00,-0.168,-0.152,0.041,0.063
-1.7127e+00,-0.176,-0.192,0.041,0.025
-1.7120e+00,-0.176,-0.16,0.047,0.065
-1.7112e+00,-0.184,-0.2,0.049,0.025
-1.7104e+00,-0.184,-0.176,0.053,0.067
-1.7097e+00,-0.192,-0.208,0.047,0.027
-1.7089e+00,-0.192,-0.184,0.041,0.067
-1.7081e+00,-0.2,-0.216,0.045,0.029
-1.7074e+00,-0.208,-0.192,0.057,0.069
-1.7066e+00,-0.208,-0.232,0.049,0.031
-1.7058e+00,-0.216,-0.2,0.053,0.071
-1.7051e+00,-0.216,-0.24,0.055,0.033
-1.7043e+00,-0.224,-0.216,0.051,0.075
-1.7035e+00,-0.224,-0.248,0.053,0.035
-1.7028e+00,-0.232,-0.224,0.049,0.075
-1.7020e+00,-0.24,-0.256,0.053,0.035
-1.7012e+00,-0.24,-0.232,0.059,0.075
-1.7005e+00,-0.248,-0.264,0.055,0.039
-1.6997e+00,-0.248,-0.24,0.057,0.079
-1.6989e+00,-0.248,-0.272,0.053,0.039
-1.6982e+00,-0.256,-0.248,0.065,0.081
-1.6974e+00,-0.264,-0.28,0.059,0.039
-1.6966e+00,-0.264,-0.256,0.055,0.081
-1.6959e+00,-0.272,-0.288,0.073,0.043
-1.6951e+00,-0.272,-0.264,0.059,0.083
-1.6943e+00,-0.28,-0.304,0.057,0.043
-1.6935e+00,-0.288,-0.272,0.065,0.085
-1.6928e+00,-0.288,-0.312,0.069,0.047
-1.6920e+00,-0.296,-0.28,0.067,0.087
-1.6912e+00,-0.296,-0.32,0.067,0.049
-1.6905e+00,-0.304,-0.288,0.065,0.089
-1.6897e+00,-0.304,-0.328,0.065,0.045
-1.6889e+00,-0.304,-0.296,0.069,0.089
-1.6882e+00,-0.312,-0.336,0.073,0.051
-1.6874e+00,-0.32,-0.304,0.071,0.091
-1.6866e+00,-0.32,-0.344,0.073,0.051
-1.6859e+00,-0.328,-0.312,0.071,0.093
-1.6851e+00,-0.336,-0.344,0.077,0.053
-1.6843e+00,-0.336,-0.32,0.069,0.095
-1.6836e+00,-0.336,-0.36,0.077,0.057
-1.6828e+00,-0.344,-0.328,0.077,0.099
-1.6820e+00,-0.344,-0.368,0.079,0.059
-1.6813e+00,-0.352,-0.336,0.077,0.099
-1.6805e+00,-0.352,-0.376,0.081,0.057
-1.6797e+00,-0.36,-0.344,0.071,0.101
-1.6790e+00,-0.36,-0.384,0.087,0.061
-1.6782e+00,-0.368,-0.352,0.087,0.101
-1.6774e+00,-0.376,-0.392,0.077,0.063
-1.6767e+00,-0.376,-0.36,0.079,0.103
-1.6759e+00,-0.376,-0.4,0.081,0.061
-1.6751e+00,-0.384,-0.368,0.079,0.105
-1.6743e+00,-0.384,-0.4,0.079,0.065
-1.6736e+00,-0.392,-0.376,0.085,0.105
-1.6728e+00,-0.4,-0.416,0.073,0.065
-1.6720e+00,-0.4,-0.384,0.083,0.107
-1.6713e+00,-0.408,-0.424,0.087,0.067
-1.6705e+00,-0.408,-0.4,0.079,0.107
-1.6697e+00,-0.416,-0.424,0.087,0.069
-1.6690e+00,-0.416,-0.408,0.093,0.109
-1.6682e+00,-0.416,-0.432,0.091,0.071
-1.6674e+00,-0.424,-0.416,0.075,0.111
-1.6667e+00,-0.432,-0.44,0.091,0.073
-1.6659e+00,-0.432,-0.424,0.087,0.113
-1.6651e+00,-0.432,-0.448,0.085,0.073
-1.6644e+00,-0.44,-0.424,0.095,0.113
-1.6636e+00,-0.44,-0.456,0.095,0.075
-1.6628e+00,-0.448,-0.432,0.093,0.115
-1.6621e+00,-0.448,-0.464,0.099,0.075
-1.6613e+00,-0.456,-0.44,0.101,0.115
-1.6605e+00,-0.456,-0.472,0.093,0.077
-1.6598e+00,-0.456,-0.448,0.099,0.117
-1.6590e+00,-0.464,-0.48,0.099,0.079
-1.6582e+00,-0.464,-0.456,0.093,0.121
-1.6575e+00,-0.472,-0.488,0.095,0.079
-1.6567e+00,-0.472,-0.464,0.107,0.123
-1.6559e+00,-0.48,-0.496,0.097,0.083
-1.6551e+00,-0.48,-0.472,0.109,0.121
-1.6544e+00,-0.48,-0.504,0.107,0.083
-1.6536e+00,-0.488,-0.48,0.105,0.123
-1.6528e+00,-0.488,-0.504,0.101,0.085
-1.6521e+00,-0.488,-0.48,0.105,0.125
-1.6513e+00,-0.496,-0.512,0.105,0.085
-1.6505e+00,-0.504,-0.488,0.107,0.125
-1.6498e+00,-0.504,-0.52,0.109,0.089
-1.6490e+00,-0.504,-0.496,0.117,0.127
-1.6482e+00,-0.504,-0.528,0.099,0.087
-1.6475e+00,-0.512,-0.504,0.113,0.129
-1.6467e+00,-0.52,-0.536,0.111,0.089
-1.6459e+00,-0.52,-0.512,0.103,0.131
-1.6452e+00,-0.52,-0.536,0.107,0.089
-1.6444e+00,-0.528,-0.512,0.105,0.129
-1.6436e+00,-0.528,-0.544,0.103,0.089
-1.6429e+00,-0.528,-0.52,0.109,0.131
-1.6421e+00,-0.536,-0.552,0.115,0.093
-1.6413e+00,-0.536,-0.528,0.109,0.133
-1.6406e+00,-0.544,-0.56,0.115,0.093
-1.6398e+00,-0.544,-0.536,0.115,0.133
-1.6390e+00,-0.552,-0.568,0.117,0.095
-1.6382e+00,-0.552,-0.544,0.113,0.135
-1.6375e+00,-0.552,-0.568,0.115,0.097
-1.6367e+00,-0.56,-0.552,0.113,0.139
-1.6359e+00,-0.56,-0.576,0.115,0.099
-1.6352e+00,-0.568,-0.552,0.125,0.137
-1.6344e+00,-0.568,-0.584,0.117,0.099
-1.6336e+00,-0.568,-0.56,0.119,0.139
-1.6329e+00,-0.576,-0.592,0.119,0.099
-1.6321e+00,-0.576,-0.568,0.121,0.139
-1.6313e+00,-0.584,-0.592,0.113,0.099
-1.6306e+00,-0.584,-0.568,0.127,0.141
-1.6298e+00,-0.584,-0.6,0.113,0.101
-1.6290e+00,-0.584,-0.576,0.117,0.141
-1.6283e+00,-0.592,-0.608,0.119,0.101
-1.6275e+00,-0.592,-0.584,0.125,0.143
-1.6267e+00,-0.592,-0.608,0.119,0.103
-1.6260e+00,-0.6,-0.584,0.123,0.143
-1.6252e+00,-0.6,-0.616,0.133,0.103
-1.6244e+00,-0.6,-0.592,0.125,0.143
-1.6237e+00,-0.608,-0.624,0.125,0.105
-1.6229e+00,-0.608,-0.6,0.131,0.145
-1.6221e+00,-0.616,-0.624,0.127,0.105
-1.6214e+00,-0.616,-0.6,0.125,0.145
-1.6206e+00,-0.616,-0.632,0.129,0.107
-1.6198e+00,-0.616,-0.608,0.129,0.149
-1.6190e+00,-0.616,-0.64,0.129,0.107
-1.6183e+00,-0.624,-0.616,0.129,0.149
-1.6175e+00,-0.632,-0.64,0.131,0.109
-1.6167e+00,-0.624,-0.616,0.127,0.149
-1.6160e+00,-0.632,-0.648,0.135,0.109
-1.6152e+00,-0.632,-0.624,0.131,0.151
-1.6144e+00,-0.64,-0.648,0.127,0.105
-1.6137e+00,-0.64,-0.624,0.137,0.151
-1.6129e+00,-0.64,-0.656,0.133,0.111
-1.6121e+00,-0.648,-0.632,0.129,0.151
-1.6114e+00,-0.648,-0.656,0.135,0.109
-1.6106e+00,-0.648,-0.632,0.131,0.153
