Model,DPO2002B
Firmware Version,1.52

Point Format,Y,,,
-4.526e+00,-0.048,-0.032,0.124,0.156
-4.524e+00,-0.056,-0.072,0.124,0.092
-4.522e+00,-0.056,-0.04,0.116,0.14
-4.520e+00,-0.064,-0.088,0.124,0.084
-4.518e+00,-0.072,-0.056,0.1,0.132
-4.516e+00,-0.08,-0.104,0.108,0.076
-4.514e+00,-0.08,-0.072,0.092,0.124
-4.512e+00,-0.088,-0.112,0.092,0.068
-4.510e+00,-0.096,-0.08,0.092,0.116
-4.508e+00,-0.104,-0.128,0.084,0.052
-4.507e+00,-0.112,-0.096,0.068,0.108
-4.505e+00,-0.112,-0.136,0.076,0.044
-4.503e+00,-0.12,-0.104,0.076,0.1
-4.501e+00,-0.128,-0.152,0.068,0.036
-4.499e+00,-0.128,-0.12,0.068,0.092
-4.497e+00,-0.136,-0.16,0.06,0.028
-4.495e+00,-0.144,-0.128,0.052,0.084
-4.493e+00,-0.152,-0.176,0.052,0.02
-4.491e+00,-0.16,-0.144,0.044,0.068
-4.489e+00,-0.16,-0.184,0.044,0.004
-4.487e+00,-0.176,-0.152,0.028,0.06
-4.485e+00,-0.176,-0.2,0.028,0.004
-4.483e+00,-0.184,-0.168,0.028,0.052
-4.482e+00,-0.192,-0.208,0.02,-0.012
-4.480e+00,-0.192,-0.184,0.012,0.044
-4.478e+00,-0.2,-0.224,0.012,-0.02
-4.476e+00,-0.2,-0.192,0.012,0.036
-4.474e+00,-0.208,-0.232,-0.012,-0.028
-4.472e+00,-0.216,-0.2,-0.004,0.028
-4.470e+00,-0.224,-0.248,-0.012,-0.036
-4.468e+00,-0.224,-0.216,-0.02,0.02
-4.466e+00,-0.232,-0.256,-0.02,-0.044
-4.464e+00,-0.24,-0.232,-0.028,0.004
-4.462e+00,-0.248,-0.272,-0.028,-0.06
-4.460e+00,-0.248,-0.24,-0.036,-0.004
-4.459e+00,-0.256,-0.28,-0.036,-0.068
-4.457e+00,-0.264,-0.248,-0.036,-0.012
-4.455e+00,-0.272,-0.296,-0.044,-0.076
-4.453e+00,-0.272,-0.264,-0.052,-0.02
-4.451e+00,-0.288,-0.304,-0.052,-0.084
-4.449e+00,-0.288,-0.272,-0.06,-0.028
-4.447e+00,-0.296,-0.32,-0.068,-0.092
-4.445e+00,-0.304,-0.288,-0.068,-0.036
-4.443e+00,-0.304,-0.328,-0.06,-0.1
-4.441e+00,-0.312,-0.296,-0.076,-0.044
-4.439e+00,-0.312,-0.336,-0.076,-0.108
-4.437e+00,-0.32,-0.312,-0.084,-0.052
-4.435e+00,-0.328,-0.344,-0.092,-0.116
-4.434e+00,-0.328,-0.32,-0.1,-0.06
-4.432e+00,-0.336,-0.36,-0.092,-0.124
-4.430e+00,-0.344,-0.328,-0.1,-0.076
-4.428e+00,-0.352,-0.368,-0.108,-0.14
-4.426e+00,-0.36,-0.344,-0.116,-0.084
-4.424e+00,-0.36,-0.384,-0.108,-0.148
-4.422e+00,-0.368,-0.352,-0.132,-0.092
-4.420e+00,-0.376,-0.392,-0.132,-0.156
-4.418e+00,-0.376,-0.368,-0.132,-0.1
-4.416e+00,-0.384,-0.4,-0.14,-0.164
-4.414e+00,-0.392,-0.376,-0.14,-0.108
-4.412e+00,-0.392,-0.416,-0.148,-0.172
-4.411e+00,-0.4,-0.384,-0.148,-0.116
-4.409e+00,-0.408,-0.424,-0.164,-0.18
-4.407e+00,-0.408,-0.4,-0.164,-0.124
-4.405e+00,-0.416,-0.432,-0.156,-0.196
-4.403e+00,-0.424,-0.408,-0.172,-0.132
-4.401e+00,-0.424,-0.44,-0.172,-0.204
-4.399e+00,-0.432,-0.416,-0.172,-0.14
-4.397e+00,-0.44,-0.456,-0.18,-0.212
-4.395e+00,-0.44,-0.424,-0.18,-0.156
-4.393e+00,-0.448,-0.464,-0.188,-0.22
-4.391e+00,-0.448,-0.44,-0.188,-0.164
-4.389e+00,-0.456,-0.472,-0.196,-0.228
-4.387e+00,-0.456,-0.448,-0.204,-0.172
-4.386e+00,-0.464,-0.48,-0.204,-0.236
-4.384e+00,-0.472,-0.456,-0.212,-0.18
-4.382e+00,-0.472,-0.496,-0.22,-0.244
-4.380e+00,-0.48,-0.464,-0.22,-0.188
-4.378e+00,-0.488,-0.504,-0.228,-0.26
-4.376e+00,-0.488,-0.472,-0.228,-0.196
-4.374e+00,-0.496,-0.512,-0.244,-0.26
-4.372e+00,-0.496,-0.488,-0.236,-0.204
-4.370e+00,-0.504,-0.52,-0.252,-0.276
-4.368e+00,-0.504,-0.496,-0.244,-0.22
-4.366e+00,-0.512,-0.528,-0.252,-0.284
-4.364e+00,-0.512,-0.504,-0.26,-0.228
-4.363e+00,-0.52,-0.536,-0.268,-0.292
-4.361e+00,-0.52,-0.512,-0.268,-0.236
-4.359e+00,-0.528,-0.544,-0.276,-0.3
-4.357e+00,-0.536,-0.52,-0.284,-0.244
-4.355e+00,-0.536,-0.552,-0.284,-0.308
-4.353e+00,-0.544,-0.528,-0.276,-0.244
-4.351e+00,-0.544,-0.56,-0.292,-0.316
-4.349e+00,-0.552,-0.536,-0.292,-0.26
-4.347e+00,-0.552,-0.568,-0.292,-0.324
-4.345e+00,-0.552,-0.544,-0.3,-0.268
-4.343e+00,-0.56,-0.576,-0.308,-0.332
-4.341e+00,-0.568,-0.552,-0.308,-0.276
-4.339e+00,-0.568,-0.584,-0.316,-0.34
-4.338e+00,-0.576,-0.56,-0.316,-0.284
-4.336e+00,-0.576,-0.592,-0.316,-0.348
-4.334e+00,-0.584,-0.568,-0.316,-0.292
-4.332e+00,-0.584,-0.608,-0.332,-0.356
-4.330e+00,-0.584,-0.576,-0.332,-0.3
-4.328e+00,-0.592,-0.608,-0.332,-0.356
-4.326e+00,-0.592,-0.584,-0.34,-0.308
-4.324e+00,-0.6,-0.616,-0.348,-0.364
-4.322e+00,-0.6,-0.592,-0.34,-0.316
-4.320e+00,-0.608,-0.624,-0.356,-0.38
-4.318e+00,-0.616,-0.6,-0.34,-0.324
-4.316e+00,-0.616,-0.632,-0.364,-0.38
-4.315e+00,-0.616,-0.608,-0.364,-0.332
-4.313e+00,-0.624,-0.64,-0.356,-0.388
-4.311e+00,-0.624,-0.616,-0.372,-0.34
-4.309e+00,-0.624,-0.648,-0.372,-0.396
-4.307e+00,-0.632,-0.616,-0.372,-0.34
-4.305e+00,-0.632,-0.648,-0.388,-0.404
-4.303e+00,-0.632,-0.624,-0.388,-0.356
-4.301e+00,-0.632,-0.656,-0.38,-0.412
-4.299e+00,-0.64,-0.632,-0.388,-0.356
-4.297e+00,-0.648,-0.664,-0.388,-0.42
-4.295e+00,-0.648,-0.64,-0.388,-0.364
-4.293e+00,-0.648,-0.672,-0.396,-0.428
-4.291e+00,-0.648,-0.64,-0.412,-0.372
-4.290e+00,-0.656,-0.672,-0.412,-0.428
-4.288e+00,-0.656,-0.648,-0.404,-0.38
-4.286e+00,-0.664,-0.68,-0.42,-0.436
-4.284e+00,-0.664,-0.656,-0.42,-0.388
-4.282e+00,-0.664,-0.688,-0.42,-0.444
-4.280e+00,-0.672,-0.656,-0.42,-0.388
-4.278e+00,-0.672,-0.688,-0.428,-0.452
-4.276e+00,-0.672,-0.664,-0.428,-0.396
-4.274e+00,-0.672,-0.696,-0.428,-0.46
-4.272e+00,-0.68,-0.664,-0.436,-0.404
-4.270e+00,-0.68,-0.696,-0.436,-0.46
-4.268e+00,-0.68,-0.672,-0.428,-0.404
-4.267e+00,-0.688,-0.704,-0.444,-0.468
-4.265e+00,-0.688,-0.68,-0.444,-0.412
-4.263e+00,-0.696,-0.704,-0.444,-0.476
-4.261e+00,-0.688,-0.68,-0.452,-0.42
-4.259e+00,-0.696,-0.712,-0.46,-0.484
-4.257e+00,-0.696,-0.688,-0.452,-0.428
-4.255e+00,-0.696,-0.712,-0.46,-0.484
-4.253e+00,-0.704,-0.688,-0.46,-0.428
-4.251e+00,-0.704,-0.72,-0.476,-0.492
-4.249e+00,-0.704,-0.696,-0.468,-0.436
-4.247e+00,-0.712,-0.72,-0.476,-0.5
-4.245e+00,-0.704,-0.696,-0.476,-0.444
-4.243e+00,-0.704,-0.728,-0.476,-0.5
-4.242e+00,-0.712,-0.704,-0.476,-0.444
-4.240e+00,-0.712,-0.728,-0.484,-0.508
-4.238e+00,-0.712,-0.704,-0.484,-0.452
-4.236e+00,-0.712,-0.728,-0.492,-0.516
-4.234e+00,-0.72,-0.704,-0.492,-0.46
-4.232e+00,-0.72,-0.736,-0.492,-0.516
-4.230e+00,-0.72,-0.712,-0.492,-0.46
-4.228e+00,-0.72,-0.736,-0.492,-0.524
-4.226e+00,-0.72,-0.712,-0.492,-0.468
-4.224e+00,-0.72,-0.736,-0.5,-0.524
-4.222e+00,-0.72,-0.712,-0.5,-0.476
-4.220e+00,-0.72,-0.736,-0.508,-0.532
-4.219e+00,-0.728,-0.72,-0.516,-0.476
-4.217e+00,-0.728,-0.744,-0.508,-0.532
-4.215e+00,-0.728,-0.72,-0.508,-0.484
-4.213e+00,-0.728,-0.744,-0.516,-0.54
-4.211e+00,-0.728,-0.72,-0.524,-0.484
-4.209e+00,-0.728,-0.744,-0.524,-0.54
-4.207e+00,-0.736,-0.72,-0.524,-0.492
-4.205e+00,-0.728,-0.744,-0.524,-0.54
-4.203e+00,-0.728,-0.72,-0.516,-0.492
-4.201e+00,-0.736,-0.744,-0.524,-0.548
-4.199e+00,-0.728,-0.72,-0.532,-0.5
-4.197e+00,-0.736,-0.752,-0.524,-0.556
-4.195e+00,-0.728,-0.72,-0.532,-0.5
-4.194e+00,-0.736,-0.744,-0.532,-0.556
-4.192e+00,-0.736,-0.72,-0.532,-0.5
-4.190e+00,-0.736,-0.744,-0.54,-0.556
-4.188e+00,-0.736,-0.72,-0.54,-0.508
-4.186e+00,-0.736,-0.744,-0.54,-0.564
-4.184e+00,-0.736,-0.728,-0.54,-0.508
-4.182e+00,-0.728,-0.744,-0.54,-0.564
-4.180e+00,-0.736,-0.72,-0.54,-0.508
-4.178e+00,-0.736,-0.744,-0.54,-0.564
-4.176e+00,-0.736,-0.72,-0.548,-0.516
-4.174e+00,-0.728,-0.744,-0.548,-0.572
-4.172e+00,-0.736,-0.72,-0.548,-0.516
-4.171e+00,-0.736,-0.744,-0.54,-0.572
-4.169e+00,-0.736,-0.72,-0.556,-0.516
-4.167e+00,-0.728,-0.744,-0.556,-0.572
-4.165e+00,-0.728,-0.72,-0.556,-0.524
-4.163e+00,-0.728,-0.744,-0.556,-0.58
-4.161e+00,-0.736,-0.72,-0.556,-0.524
-4.159e+00,-0.728,-0.744,-0.556,-0.58
-4.157e+00,-0.736,-0.72,-0.556,-0.532
-4.155e+00,-0.728,-0.744,-0.556,-0.58
-4.153e+00,-0.728,-0.72,-0.564,-0.532
-4.151e+00,-0.728,-0.736,-0.548,-0.58
-4.149e+00,-0.728,-0.712,-0.556,-0.532
-4.147e+00,-0.728,-0.736,-0.572,-0.588
-4.146e+00,-0.72,-0.712,-0.556,-0.532
-4.144e+00,-0.72,-0.736,-0.556,-0.588
-4.142e+00,-0.72,-0.712,-0.564,-0.532
-4.140e+00,-0.72,-0.736,-0.564,-0.588
-4.138e+00,-0.72,-0.712,-0.564,-0.532
-4.136e+00,-0.72,-0.728,-0.58,-0.588
-4.134e+00,-0.712,-0.704,-0.572,-0.54
-4.132e+00,-0.712,-0.728,-0.556,-0.588
-4.130e+00,-0.72,-0.704,-0.572,-0.532
-4.128e+00,-0.712,-0.728,-0.572,-0.588
-4.126e+00,-0.712,-0.696,-0.564,-0.54
-4.124e+00,-0.712,-0.72,-0.564,-0.588
-4.123e+00,-0.704,-0.696,-0.572,-0.54
-4.121e+00,-0.704,-0.72,-0.572,-0.588
-4.119e+00,-0.704,-0.696,-0.564,-0.54
-4.117e+00,-0.704,-0.712,-0.58,-0.596
-4.115e+00,-0.704,-0.688,-0.58,-0.54
-4.113e+00,-0.696,-0.712,-0.564,-0.588
-4.111e+00,-0.696,-0.688,-0.556,-0.54
-4.109e+00,-0.696,-0.704,-0.564,-0.588
-4.107e+00,-0.696,-0.68,-0.564,-0.54
-4.105e+00,-0.688,-0.704,-0.572,-0.588
-4.103e+00,-0.688,-0.68,-0.58,-0.54
-4.101e+00,-0.688,-0.696,-0.58,-0.588
-4.099e+00,-0.688,-0.672,-0.556,-0.54
-4.098e+00,-0.68,-0.696,-0.564,-0.588
-4.096e+00,-0.68,-0.672,-0.572,-0.54
-4.094e+00,-0.68,-0.688,-0.572,-0.588
-4.092e+00,-0.68,-0.664,-0.564,-0.54
-4.090e+00,-0.672,-0.688,-0.58,-0.588
-4.088e+00,-0.672,-0.656,-0.564,-0.54
-4.086e+00,-0.664,-0.68,-0.564,-0.588
-4.084e+00,-0.664,-0.656,-0.564,-0.54
-4.082e+00,-0.664,-0.672,-0.564,-0.588
-4.080e+00,-0.664,-0.648,-0.564,-0.532
-4.078e+00,-0.656,-0.672,-0.564,-0.588
-4.076e+00,-0.656,-0.648,-0.572,-0.532
-4.075e+00,-0.648,-0.664,-0.556,-0.588
-4.073e+00,-0.648,-0.64,-0.556,-0.532
-4.071e+00,-0.648,-0.656,-0.556,-0.58
-4.069e+00,-0.64,-0.632,-0.556,-0.524
-4.067e+00,-0.64,-0.648,-0.556,-0.58
-4.065e+00,-0.632,-0.624,-0.564,-0.524
-4.063e+00,-0.632,-0.648,-0.556,-0.58
-4.061e+00,-0.632,-0.616,-0.556,-0.524
-4.059e+00,-0.624,-0.64,-0.548,-0.572
-4.057e+00,-0.624,-0.616,-0.556,-0.524
-4.055e+00,-0.624,-0.632,-0.548,-0.572
-4.053e+00,-0.616,-0.608,-0.556,-0.524
-4.051e+00,-0.616,-0.624,-0.556,-0.572
-4.050e+00,-0.616,-0.6,-0.556,-0.516
-4.048e+00,-0.608,-0.616,-0.54,-0.564
-4.046e+00,-0.6,-0.592,-0.54,-0.516
-4.044e+00,-0.6,-0.608,-0.54,-0.572
-4.042e+00,-0.592,-0.584,-0.54,-0.516
-4.040e+00,-0.592,-0.608,-0.548,-0.556
-4.038e+00,-0.584,-0.576,-0.532,-0.508
-4.036e+00,-0.584,-0.592,-0.532,-0.556
-4.034e+00,-0.584,-0.568,-0.532,-0.508
-4.032e+00,-0.576,-0.584,-0.54,-0.556
-4.030e+00,-0.576,-0.56,-0.524,-0.508
-4.028e+00,-0.568,-0.576,-0.524,-0.556
-4.026e+00,-0.56,-0.552,-0.524,-0.5
-4.025e+00,-0.56,-0.568,-0.532,-0.548
-4.023e+00,-0.552,-0.544,-0.524,-0.5
-4.021e+00,-0.552,-0.56,-0.516,-0.548
-4.019e+00,-0.552,-0.536,-0.524,-0.492
-4.017e+00,-0.544,-0.552,-0.524,-0.54
-4.015e+00,-0.544,-0.528,-0.524,-0.484
-4.013e+00,-0.536,-0.544,-0.524,-0.54
-4.011e+00,-0.528,-0.52,-0.516,-0.484
-4.009e+00,-0.528,-0.536,-0.508,-0.532
-4.007e+00,-0.52,-0.512,-0.508,-0.484
-4.005e+00,-0.52,-0.528,-0.516,-0.532
-4.003e+00,-0.512,-0.504,-0.508,-0.476
-4.002e+00,-0.504,-0.52,-0.5,-0.524
-4.000e+00,-0.504,-0.496,-0.5,-0.476
-3.998e+00,-0.496,-0.512,-0.5,-0.524
-3.996e+00,-0.504,-0.488,-0.492,-0.468
-3.994e+00,-0.496,-0.504,-0.492,-0.516
-3.992e+00,-0.488,-0.472,-0.492,-0.468
