Model,DPO2002B
Firmware Version,1.52

Point Format,Y,,,
-4.595e+00,-0.004,-0.0016,6.44,6.52
-4.593e+00,-0.0032,-0.0048,6.44,6.36
-4.591e+00,-0.0024,-1.78814e-11,6.44,6.6
-4.589e+00,-0.0008,-0.0032,6.52,6.36
-4.587e+00,-0.0008,0.0016,6.52,6.6
-4.585e+00,0.0008,-0.0016,6.52,6.36
-4.583e+00,0.0016,0.0032,6.52,6.6
-4.581e+00,0.0024,-1.78814e-11,6.52,6.36
-4.579e+00,0.0024,0.0056,6.52,6.6
-4.578e+00,0.004,0.0024,6.52,6.36
-4.576e+00,0.0048,0.0064,6.52,6.6
-4.574e+00,0.0048,0.0024,6.52,6.36
-4.572e+00,0.0056,0.008,6.52,6.6
-4.570e+00,0.0056,0.0048,6.52,6.36
-4.568e+00,0.0064,0.0088,6.52,6.6
-4.566e+00,0.0072,0.0056,6.52,6.36
-4.564e+00,0.0088,0.0112,6.52,6.6
-4.562e+00,0.0096,0.008,6.52,6.36
-4.560e+00,0.0104,0.0128,6.52,6.6
-4.558e+00,0.0112,0.0096,6.52,6.36
-4.556e+00,0.012,0.0136,6.44,6.6
-4.555e+00,0.012,0.0104,6.44,6.36
-4.553e+00,0.0136,0.016,6.44,6.6
-4.551e+00,0.0136,0.012,6.52,6.36
-4.549e+00,0.0152,0.0168,6.52,6.52
-4.547e+00,0.0152,0.0136,6.44,6.36
-4.545e+00,0.0168,0.0192,6.52,6.52
-4.543e+00,0.0184,0.016,6.44,6.36
-4.541e+00,0.0184,0.0208,6.44,6.52
-4.539e+00,0.0184,0.0168,6.44,6.28
-4.537e+00,0.02,0.0224,6.44,6.52
-4.535e+00,0.0208,0.0184,6.44,6.28
-4.533e+00,0.0208,0.0232,6.36,6.52
-4.531e+00,0.0216,0.02,6.36,6.28
-4.530e+00,0.0216,0.0248,6.36,6.44
-4.528e+00,0.0232,0.0216,6.36,6.2
-4.526e+00,0.024,0.0272,6.28,6.44
-4.524e+00,0.0256,0.0232,6.28,6.2
-4.522e+00,0.0256,0.028,6.28,6.44
-4.520e+00,0.0264,0.024,6.28,6.2
-4.518e+00,0.0272,0.0304,6.28,6.36
-4.516e+00,0.028,0.0264,6.28,6.12
-4.514e+00,0.028,0.0304,6.28,6.36
-4.512e+00,0.0288,0.0272,6.2,6.12
-4.510e+00,0.0304,0.032,6.2,6.28
-4.508e+00,0.0312,0.0288,6.2,6.04
-4.507e+00,0.0312,0.0344,6.2,6.28
-4.505e+00,0.0328,0.0304,6.12,6.04
-4.503e+00,0.0336,0.0352,6.12,6.2
-4.501e+00,0.0344,0.032,6.12,5.96
-4.499e+00,0.0344,0.0376,6.12,6.2
-4.497e+00,0.036,0.0336,6.04,5.96
-4.495e+00,0.036,0.0384,6.04,6.2
-4.493e+00,0.036,0.0344,6.04,5.88
-4.491e+00,0.0376,0.04,5.96,6.12
-4.489e+00,0.0384,0.036,5.96,5.8
-4.487e+00,0.0384,0.0416,5.96,6.04
-4.485e+00,0.04,0.0376,5.96,5.8
-4.483e+00,0.04,0.0432,5.88,5.96
-4.482e+00,0.0416,0.0392,5.88,5.72
-4.480e+00,0.0408,0.044,5.8,5.96
-4.478e+00,0.0432,0.0408,5.8,5.64
-4.476e+00,0.044,0.0448,5.8,5.88
-4.474e+00,0.0432,0.0416,5.72,5.64
-4.472e+00,0.044,0.0464,5.72,5.8
-4.470e+00,0.0448,0.0432,5.64,5.56
-4.468e+00,0.0456,0.0472,5.64,5.8
-4.466e+00,0.0464,0.044,5.64,5.48
-4.464e+00,0.0464,0.0496,5.56,5.72
-4.462e+00,0.048,0.0456,5.64,5.4
-4.460e+00,0.048,0.0504,5.48,5.64
-4.459e+00,0.0496,0.0472,5.48,5.32
-4.457e+00,0.0496,0.052,5.48,5.56
-4.455e+00,0.0488,0.048,5.4,5.32
-4.453e+00,0.0504,0.0528,5.4,5.48
-4.451e+00,0.0512,0.0488,5.32,5.24
-4.449e+00,0.052,0.0536,5.32,5.48
-4.447e+00,0.0528,0.0504,5.32,5.08
-4.445e+00,0.0536,0.056,5.24,5.4
-4.443e+00,0.0544,0.052,5.24,5.08
-4.441e+00,0.0544,0.0568,5.16,5.32
-4.439e+00,0.0544,0.0536,5.08,4.92
-4.437e+00,0.056,0.0584,5.08,5.24
-4.435e+00,0.056,0.0544,5.08,4.92
-4.434e+00,0.0568,0.0592,5,5.16
-4.432e+00,0.0576,0.0552,4.92,4.84
-4.430e+00,0.0576,0.06,4.92,5.08
-4.428e+00,0.0584,0.056,4.92,4.68
-4.426e+00,0.0584,0.0616,4.84,5
-4.424e+00,0.0608,0.0584,4.76,4.6
-4.422e+00,0.0608,0.0624,4.76,4.92
-4.420e+00,0.0608,0.0592,4.68,4.52
-4.418e+00,0.0616,0.064,4.68,4.76
-4.416e+00,0.0624,0.06,4.6,4.44
-4.414e+00,0.0624,0.064,4.52,4.68
-4.412e+00,0.0616,0.0608,4.52,4.36
-4.411e+00,0.0632,0.0656,4.44,4.6
-4.409e+00,0.0632,0.0616,4.44,4.28
-4.407e+00,0.064,0.0672,4.36,4.52
-4.405e+00,0.0656,0.0632,4.28,4.12
-4.403e+00,0.0656,0.068,4.28,4.44
-4.401e+00,0.0664,0.064,4.2,4.04
-4.399e+00,0.0664,0.0688,4.2,4.36
-4.397e+00,0.0672,0.0656,4.12,3.96
-4.395e+00,0.0672,0.0696,4.04,4.2
-4.393e+00,0.068,0.0656,4.04,3.88
-4.391e+00,0.068,0.0704,3.96,4.12
-4.389e+00,0.0688,0.0664,3.96,3.8
-4.387e+00,0.0688,0.0712,3.88,4.04
-4.386e+00,0.0696,0.0672,3.88,3.64
-4.384e+00,0.0704,0.072,3.8,3.96
-4.382e+00,0.0696,0.0688,3.72,3.56
-4.380e+00,0.0704,0.0728,3.72,3.8
-4.378e+00,0.072,0.0696,3.56,3.4
-4.376e+00,0.072,0.0736,3.56,3.72
-4.374e+00,0.072,0.0696,3.48,3.32
-4.372e+00,0.072,0.0744,3.4,3.64
-4.370e+00,0.072,0.0704,3.4,3.24
-4.368e+00,0.072,0.0744,3.32,3.48
-4.366e+00,0.0728,0.0712,3.32,3.16
-4.364e+00,0.0728,0.076,3.24,3.4
-4.363e+00,0.0736,0.072,3.16,3
-4.361e+00,0.0744,0.076,3.16,3.32
-4.359e+00,0.0744,0.0728,3.08,2.92
-4.357e+00,0.0752,0.0776,3,3.16
-4.355e+00,0.0752,0.0728,3,2.76
-4.353e+00,0.0752,0.0776,2.92,3.08
-4.351e+00,0.0752,0.0736,2.84,2.68
-4.349e+00,0.0752,0.0776,2.84,3
-4.347e+00,0.076,0.0736,2.76,2.6
-4.345e+00,0.076,0.0792,2.68,2.84
-4.343e+00,0.0776,0.0752,2.6,2.44
-4.341e+00,0.0776,0.0792,2.6,2.76
-4.339e+00,0.0768,0.0752,2.52,2.36
-4.338e+00,0.0776,0.08,2.44,2.68
-4.336e+00,0.0776,0.0752,2.44,2.2
-4.334e+00,0.076,0.0792,2.36,2.52
-4.332e+00,0.0776,0.076,2.28,2.12
-4.330e+00,0.0784,0.08,2.28,2.44
-4.328e+00,0.0784,0.076,2.2,1.96
-4.326e+00,0.0784,0.0808,2.12,2.28
-4.324e+00,0.0784,0.0768,2.04,1.88
-4.322e+00,0.0784,0.0808,2.04,2.2
-4.320e+00,0.0792,0.0768,1.96,1.8
-4.318e+00,0.0792,0.0816,1.88,2.04
-4.316e+00,0.0792,0.0768,1.8,1.64
-4.315e+00,0.0784,0.0816,1.8,1.96
-4.313e+00,0.0784,0.0768,1.72,1.56
-4.311e+00,0.0792,0.0816,1.64,1.8
-4.309e+00,0.0792,0.0768,1.64,1.4
-4.307e+00,0.0792,0.0816,1.56,1.72
-4.305e+00,0.0792,0.0776,1.48,1.32
-4.303e+00,0.08,0.0816,1.4,1.56
-4.301e+00,0.0792,0.0776,1.32,1.16
-4.299e+00,0.08,0.0816,1.32,1.48
-4.297e+00,0.0808,0.0776,1.24,1.08
-4.295e+00,0.08,0.0824,1.16,1.32
-4.293e+00,0.0792,0.0776,1.08,0.92
-4.291e+00,0.0792,0.0816,1.08,1.24
-4.290e+00,0.0792,0.0768,1,0.84
-4.288e+00,0.0792,0.0816,0.92,1.08
-4.286e+00,0.08,0.0776,0.92,0.76
-4.284e+00,0.08,0.0816,0.84,1
-4.282e+00,0.0792,0.0776,0.84,0.6
-4.280e+00,0.0792,0.0816,0.76,0.84
-4.278e+00,0.0792,0.0768,0.68,0.44
-4.276e+00,0.08,0.0816,0.6,0.76
-4.274e+00,0.0784,0.0768,0.52,0.36
-4.272e+00,0.0784,0.0808,0.44,0.68
-4.270e+00,0.08,0.076,0.44,0.2
-4.268e+00,0.0784,0.0808,0.36,0.52
-4.267e+00,0.0776,0.076,0.28,0.12
-4.265e+00,0.0792,0.08,0.28,0.44
-4.263e+00,0.0784,0.076,0.2,-0.04
-4.261e+00,0.0784,0.08,0.12,0.28
-4.259e+00,0.0768,0.0752,0.04,-0.12
-4.257e+00,0.0792,0.08,0.04,0.2
-4.255e+00,0.0768,0.0752,-0.04,-0.28
-4.253e+00,0.0768,0.0792,-0.12,0.12
-4.251e+00,0.076,0.0744,-0.2,-0.36
-4.249e+00,0.0768,0.0784,-0.2,-0.04
-4.247e+00,0.076,0.0736,-0.28,-0.44
-4.245e+00,0.0768,0.0784,-0.36,-0.12
-4.243e+00,0.076,0.0736,-0.36,-0.6
-4.242e+00,0.076,0.0784,-0.44,-0.28
-4.240e+00,0.0752,0.0736,-0.52,-0.68
-4.238e+00,0.0752,0.0776,-0.6,-0.36
-4.236e+00,0.0752,0.072,-0.68,-0.84
-4.234e+00,0.0736,0.0768,-0.68,-0.52
-4.232e+00,0.0744,0.072,-0.76,-0.92
-4.230e+00,0.0728,0.076,-0.76,-0.6
-4.228e+00,0.0736,0.0712,-0.84,-1
-4.226e+00,0.0728,0.0752,-0.92,-0.68
-4.224e+00,0.0728,0.0704,-0.92,-1.16
-4.222e+00,0.0736,0.0752,-1,-0.84
-4.220e+00,0.072,0.0704,-1.08,-1.24
-4.219e+00,0.072,0.0744,-1.08,-0.92
-4.217e+00,0.0712,0.0688,-1.16,-1.32
-4.215e+00,0.0704,0.0736,-1.24,-1
-4.213e+00,0.0696,0.068,-1.24,-1.48
-4.211e+00,0.0696,0.072,-1.32,-1.16
-4.209e+00,0.0696,0.0672,-1.4,-1.56
-4.207e+00,0.0696,0.072,-1.4,-1.24
-4.205e+00,0.0696,0.0672,-1.56,-1.64
-4.203e+00,0.0696,0.0712,-1.56,-1.32
-4.201e+00,0.0688,0.0664,-1.64,-1.8
-4.199e+00,0.068,0.0704,-1.72,-1.48
-4.197e+00,0.068,0.064,-1.72,-1.88
-4.195e+00,0.0672,0.0696,-1.72,-1.56
-4.194e+00,0.0664,0.064,-1.88,-1.96
-4.192e+00,0.0656,0.068,-1.88,-1.64
-4.190e+00,0.0656,0.0624,-1.96,-2.12
-4.188e+00,0.064,0.0672,-1.96,-1.8
-4.186e+00,0.0648,0.0624,-2.04,-2.2
-4.184e+00,0.0648,0.0664,-2.12,-1.88
-4.182e+00,0.064,0.0608,-2.12,-2.28
-4.180e+00,0.0632,0.0656,-2.2,-1.96
-4.178e+00,0.0624,0.06,-2.2,-2.44
-4.176e+00,0.0624,0.0648,-2.28,-2.12
-4.174e+00,0.0608,0.0584,-2.36,-2.52
-4.172e+00,0.06,0.0632,-2.36,-2.2
-4.171e+00,0.06,0.0576,-2.44,-2.6
-4.169e+00,0.0592,0.0624,-2.52,-2.28
-4.167e+00,0.0592,0.0568,-2.52,-2.68
-4.165e+00,0.0584,0.0608,-2.6,-2.36
-4.163e+00,0.0584,0.0552,-2.6,-2.76
-4.161e+00,0.0576,0.06,-2.68,-2.44
-4.159e+00,0.0568,0.0544,-2.68,-2.92
-4.157e+00,0.0568,0.0592,-2.76,-2.6
-4.155e+00,0.0552,0.0528,-2.84,-3
-4.153e+00,0.0544,0.0576,-2.84,-2.68
-4.151e+00,0.0552,0.052,-2.92,-3.08
-4.149e+00,0.0544,0.0568,-2.92,-2.76
-4.147e+00,0.0528,0.0512,-3,-3.16
-4.146e+00,0.0536,0.0552,-3,-2.84
-4.144e+00,0.0528,0.0496,-3.08,-3.24
-4.142e+00,0.0512,0.0544,-3.08,-2.92
-4.140e+00,0.0512,0.048,-3.16,-3.32
-4.138e+00,0.0504,0.0528,-3.16,-3
-4.136e+00,0.0496,0.0464,-3.24,-3.4
-4.134e+00,0.0488,0.052,-3.32,-3.08
-4.132e+00,0.048,0.0456,-3.32,-3.48
-4.130e+00,0.0472,0.0504,-3.4,-3.24
-4.128e+00,0.0472,0.044,-3.4,-3.56
-4.126e+00,0.0464,0.0488,-3.48,-3.32
-4.124e+00,0.0456,0.0432,-3.48,-3.64
-4.123e+00,0.0456,0.048,-3.56,-3.32
-4.121e+00,0.0448,0.0424,-3.56,-3.72
-4.119e+00,0.044,0.0464,-3.64,-3.4
-4.117e+00,0.0448,0.04,-3.64,-3.8
-4.115e+00,0.0424,0.0456,-3.64,-3.48
-4.113e+00,0.0416,0.0392,-3.72,-3.88
-4.111e+00,0.0416,0.0432,-3.8,-3.56
-4.109e+00,0.0408,0.0368,-3.8,-3.88
-4.107e+00,0.04,0.0424,-3.8,-3.64
-4.105e+00,0.0384,0.036,-3.88,-3.96
-4.103e+00,0.0384,0.0408,-3.88,-3.72
-4.101e+00,0.0376,0.0352,-3.88,-4.04
-4.099e+00,0.0368,0.04,-3.96,-3.8
-4.098e+00,0.036,0.0328,-3.96,-4.12
-4.096e+00,0.0352,0.0384,-4.04,-3.8
-4.094e+00,0.0336,0.0312,-4.04,-4.2
-4.092e+00,0.0344,0.036,-4.04,-3.88
-4.090e+00,0.0336,0.0296,-4.12,-4.2
-4.088e+00,0.032,0.0352,-4.12,-3.96
-4.086e+00,0.032,0.0288,-4.2,-4.28
-4.084e+00,0.032,0.0336,-4.2,-4.04
-4.082e+00,0.0312,0.0272,-4.2,-4.36
-4.080e+00,0.0304,0.0328,-4.2,-4.04
-4.078e+00,0.0296,0.0256,-4.28,-4.44
-4.076e+00,0.0288,0.0312,-4.28,-4.12
-4.075e+00,0.0272,0.024,-4.28,-4.44
-4.073e+00,0.0272,0.0288,-4.36,-4.2
-4.071e+00,0.0264,0.0224,-4.36,-4.52
-4.069e+00,0.0256,0.028,-4.44,-4.2
-4.067e+00,0.0232,0.0216,-4.44,-4.52
-4.065e+00,0.0248,0.0264,-4.44,-4.28
-4.063e+00,0.0232,0.02,-4.44,-4.6
-4.061e+00,0.0224,0.0256,-4.52,-4.36
-4.059e+00,0.0224,0.0184,-4.52,-4.68
-4.057e+00,0.0216,0.0232,-4.52,-4.36
-4.055e+00,0.02,0.0168,-4.6,-4.68
-4.053e+00,0.0192,0.0216,-4.6,-4.44
-4.051e+00,0.0184,0.0152,-4.6,-4.76
-4.050e+00,0.0176,0.02,-4.6,-4.44
-4.048e+00,0.0168,0.0144,-4.68,-4.76
-4.046e+00,0.016,0.0184,-4.68,-4.52
-4.044e+00,0.016,0.012,-4.68,-4.84
-4.042e+00,0.0152,0.0176,-4.68,-4.52
-4.040e+00,0.0144,0.0112,-4.68,-4.84
-4.038e+00,0.0144,0.016,-4.68,-4.52
-4.036e+00,0.0128,0.0088,-4.76,-4.84
-4.034e+00,0.0112,0.0144,-4.76,-4.6
-4.032e+00,0.0112,0.008,-4.76,-4.92
-4.030e+00,0.0104,0.0128,-4.76,-4.6
